Sea level (m)	Points changed	Points total	Processing time (s)	Output filename	Water area (%)	Land area (%)	Errors (-)	Errors (+)
250	128465	360001	7.91	SeaLevel__00250m.raw	35.68	64.32	1	0
500	231358	360001	8.63	SeaLevel__00500m.raw	64.27	35.73	1	0
750	305168	360001	7.83	SeaLevel__00750m.raw	84.77	15.23	1	0
1000	350447	360001	7.85	SeaLevel__01000m.raw	97.35	2.65	1	0
1250	358710	360001	7.95	SeaLevel__01250m.raw	99.64	0.36	1	0
1500	359610	360001	8.16	SeaLevel__01500m.raw	99.89	0.11	1	0
1750	359912	360001	8	SeaLevel__01750m.raw	99.98	0.02	1	0
2000	359982	360001	7.89	SeaLevel__02000m.raw	99.99	0.01	1	0
2250	359997	360001	8.31	SeaLevel__02250m.raw	100.00	0.00	1	0
2500	360000	360001	8.48	SeaLevel__02500m.raw	100.00	0.00	1	0
2750	360001	360001	8.08	SeaLevel__02750m.raw	100.00	0.00	1	0
3000	360001	360001	8.25	SeaLevel__03000m.raw	100.00	0.00	1	0
