Sea level (m)	Points changed	Points total	Processing time (s)	Output filename	Water area (%)	Land area (%)	Errors (-)	Errors (+)
250	33959	360001	7.53	SeaLevel__00250m.raw	9.43	90.57	1	0
500	199649	360001	7.52	SeaLevel__00500m.raw	55.46	44.54	1	0
750	265294	360001	7.58	SeaLevel__00750m.raw	73.69	26.31	1	0
1000	305402	360001	7.91	SeaLevel__01000m.raw	84.83	15.17	1	0
1250	332364	360001	7.7	SeaLevel__01250m.raw	92.32	7.68	1	0
1500	345291	360001	7.63	SeaLevel__01500m.raw	95.91	4.09	1	0
1750	352888	360001	7.62	SeaLevel__01750m.raw	98.02	1.98	1	0
2000	357263	360001	7.98	SeaLevel__02000m.raw	99.24	0.76	1	0
2250	359184	360001	7.63	SeaLevel__02250m.raw	99.77	0.23	1	0
2500	359786	360001	7.61	SeaLevel__02500m.raw	99.94	0.06	1	0
2750	359966	360001	7.64	SeaLevel__02750m.raw	99.99	0.01	1	0
3000	360000	360001	8.05	SeaLevel__03000m.raw	100.00	0.00	1	0
