Sea level (m)	Points changed	Points total	Processing time (s)	Output filename	Water area (%)	Land area (%)	Errors (-)	Errors (+)
250	207438	360001	7.97	SeaLevel__00250m.raw	57.62	42.38	1	0
500	246954	360001	7.98	SeaLevel__00500m.raw	68.60	31.40	1	0
750	256695	360001	7.77	SeaLevel__00750m.raw	71.30	28.70	1	0
1000	264154	360001	8.36	SeaLevel__01000m.raw	73.38	26.62	1	0
1250	271449	360001	7.7	SeaLevel__01250m.raw	75.40	24.60	1	0
1500	276072	360001	7.76	SeaLevel__01500m.raw	76.69	23.31	1	0
1750	280176	360001	7.91	SeaLevel__01750m.raw	77.83	22.17	1	0
2000	284765	360001	8.18	SeaLevel__02000m.raw	79.10	20.90	1	0
2250	288958	360001	7.92	SeaLevel__02250m.raw	80.27	19.73	1	0
2500	293003	360001	8.27	SeaLevel__02500m.raw	81.39	18.61	1	0
2750	296481	360001	8.03	SeaLevel__02750m.raw	82.36	17.64	1	0
3000	300388	360001	8.23	SeaLevel__03000m.raw	83.44	16.56	1	0
