Sea level (m)	Points changed	Points total	Processing time (s)	Output filename	Water area (%)	Land area (%)	Errors (-)	Errors (+)
250	352277	360001	7.69	SeaLevel__00250m.raw	97.85	2.15	1	0
500	357821	360001	7.62	SeaLevel__00500m.raw	99.39	0.61	1	0
750	359484	360001	7.63	SeaLevel__00750m.raw	99.86	0.14	1	0
1000	359979	360001	8.05	SeaLevel__01000m.raw	99.99	0.01	1	0
1250	360001	360001	7.61	SeaLevel__01250m.raw	100.00	0.00	1	0
1500	360001	360001	7.68	SeaLevel__01500m.raw	100.00	0.00	1	0
1750	360001	360001	7.61	SeaLevel__01750m.raw	100.00	0.00	1	0
2000	360001	360001	8.2	SeaLevel__02000m.raw	100.00	0.00	1	0
2250	360001	360001	7.63	SeaLevel__02250m.raw	100.00	0.00	1	0
2500	360001	360001	7.64	SeaLevel__02500m.raw	100.00	0.00	1	0
2750	360001	360001	7.6	SeaLevel__02750m.raw	100.00	0.00	1	0
3000	360001	360001	7.95	SeaLevel__03000m.raw	100.00	0.00	1	0
