Sea level (m)	Points changed	Points total	Processing time (s)	Output filename	Water area (%)	Land area (%)	Errors (-)	Errors (+)
250	186240	360001	7.52	SeaLevel__00250m.raw	51.73	48.27	1	0
500	304553	360001	7.55	SeaLevel__00500m.raw	84.60	15.40	1	0
750	355551	360001	7.61	SeaLevel__00750m.raw	98.76	1.24	1	0
1000	359830	360001	7.94	SeaLevel__01000m.raw	99.95	0.05	1	0
1250	360000	360001	7.58	SeaLevel__01250m.raw	100.00	0.00	1	0
1500	360001	360001	7.6	SeaLevel__01500m.raw	100.00	0.00	1	0
1750	360001	360001	7.62	SeaLevel__01750m.raw	100.00	0.00	1	0
2000	360001	360001	7.94	SeaLevel__02000m.raw	100.00	0.00	1	0
2250	360001	360001	7.6	SeaLevel__02250m.raw	100.00	0.00	1	0
2500	360001	360001	7.59	SeaLevel__02500m.raw	100.00	0.00	1	0
2750	360001	360001	7.6	SeaLevel__02750m.raw	100.00	0.00	1	0
3000	360001	360001	7.95	SeaLevel__03000m.raw	100.00	0.00	1	0
