Sea level (m)	Points changed	Points total	Processing time (s)	Output filename	Water area (%)	Land area (%)	Errors (-)	Errors (+)
250	154236	360001	7.93	SeaLevel__00250m.raw	42.84	57.16	1	0
500	344457	360001	8.12	SeaLevel__00500m.raw	95.68	4.32	1	0
750	357377	360001	7.63	SeaLevel__00750m.raw	99.27	0.73	1	0
1000	359100	360001	7.99	SeaLevel__01000m.raw	99.75	0.25	1	0
1250	359538	360001	7.63	SeaLevel__01250m.raw	99.87	0.13	1	0
1500	359800	360001	7.63	SeaLevel__01500m.raw	99.94	0.06	1	0
1750	359933	360001	7.78	SeaLevel__01750m.raw	99.98	0.02	1	0
2000	359981	360001	8.44	SeaLevel__02000m.raw	99.99	0.01	1	0
2250	359992	360001	7.83	SeaLevel__02250m.raw	100.00	0.00	1	0
2500	359998	360001	7.87	SeaLevel__02500m.raw	100.00	0.00	1	0
2750	360000	360001	7.64	SeaLevel__02750m.raw	100.00	0.00	1	0
3000	360001	360001	8.06	SeaLevel__03000m.raw	100.00	0.00	1	0
