Sea level (m)	Points changed	Points total	Processing time (s)	Output filename	Water area (%)	Land area (%)	Errors (-)	Errors (+)
0	186275	360001	7.5	SeaLevel__00000m.raw	51.74	48.26	1	0
5	194154	360001	7.5	SeaLevel__00005m.raw	53.93	46.07	1	0
10	197557	360001	7.82	SeaLevel__00010m.raw	54.88	45.12	1	0
15	201911	360001	7.5	SeaLevel__00015m.raw	56.09	43.91	1	0
20	204532	360001	7.48	SeaLevel__00020m.raw	56.81	43.19	1	0
25	208210	360001	7.49	SeaLevel__00025m.raw	57.84	42.16	1	0
30	210555	360001	7.77	SeaLevel__00030m.raw	58.49	41.51	1	0
35	214182	360001	7.5	SeaLevel__00035m.raw	59.49	40.51	1	0
40	216610	360001	7.48	SeaLevel__00040m.raw	60.17	39.83	1	0
45	220857	360001	7.49	SeaLevel__00045m.raw	61.35	38.65	1	0
50	223137	360001	7.77	SeaLevel__00050m.raw	61.98	38.02	1	0
55	226316	360001	7.55	SeaLevel__00055m.raw	62.87	37.13	1	0
60	228406	360001	7.52	SeaLevel__00060m.raw	63.45	36.55	1	0
65	231363	360001	7.49	SeaLevel__00065m.raw	64.27	35.73	1	0
70	233234	360001	7.79	SeaLevel__00070m.raw	64.79	35.21	1	0
75	236033	360001	7.51	SeaLevel__00075m.raw	65.56	34.44	1	0
80	238003	360001	7.5	SeaLevel__00080m.raw	66.11	33.89	1	0
85	240426	360001	7.5	SeaLevel__00085m.raw	66.78	33.22	1	0
90	242225	360001	7.86	SeaLevel__00090m.raw	67.28	32.72	1	0
95	244623	360001	7.52	SeaLevel__00095m.raw	67.95	32.05	1	0
100	246201	360001	7.49	SeaLevel__00100m.raw	68.39	31.61	1	0
105	248499	360001	7.54	SeaLevel__00105m.raw	69.03	30.97	1	0
110	249861	360001	7.93	SeaLevel__00110m.raw	69.41	30.59	1	0
115	251812	360001	7.52	SeaLevel__00115m.raw	69.95	30.05	1	0
120	253076	360001	7.51	SeaLevel__00120m.raw	70.30	29.70	1	0
125	254880	360001	7.52	SeaLevel__00125m.raw	70.80	29.20	1	0
130	256042	360001	7.73	SeaLevel__00130m.raw	71.12	28.88	1	0
135	257867	360001	7.53	SeaLevel__00135m.raw	71.63	28.37	1	0
140	259109	360001	7.5	SeaLevel__00140m.raw	71.97	28.03	1	0
145	260882	360001	7.56	SeaLevel__00145m.raw	72.47	27.53	1	0
150	262046	360001	7.7	SeaLevel__00150m.raw	72.79	27.21	1	0
155	263733	360001	7.5	SeaLevel__00155m.raw	73.26	26.74	1	0
160	264767	360001	7.52	SeaLevel__00160m.raw	73.55	26.45	1	0
165	266272	360001	7.52	SeaLevel__00165m.raw	73.96	26.04	1	0
170	267205	360001	7.36	SeaLevel__00170m.raw	74.22	25.78	1	0
175	268579	360001	7.5	SeaLevel__00175m.raw	74.61	25.39	1	0
180	269535	360001	7.51	SeaLevel__00180m.raw	74.87	25.13	1	0
185	270885	360001	7.49	SeaLevel__00185m.raw	75.25	24.75	1	0
190	271693	360001	7.9	SeaLevel__00190m.raw	75.47	24.53	1	0
195	272907	360001	7.51	SeaLevel__00195m.raw	75.81	24.19	1	0
200	273675	360001	7.5	SeaLevel__00200m.raw	76.02	23.98	1	0
