Sea level (m)	Points changed	Points total	Processing time (s)	Output filename	Water area (%)	Land area (%)	Errors (-)	Errors (+)
250	249919	360001	7.52	SeaLevel__00250m.raw	69.42	30.58	1	0
500	301276	360001	7.55	SeaLevel__00500m.raw	83.69	16.31	1	0
750	332693	360001	7.58	SeaLevel__00750m.raw	92.41	7.59	1	0
1000	344651	360001	7.93	SeaLevel__01000m.raw	95.74	4.26	1	0
1250	350221	360001	7.57	SeaLevel__01250m.raw	97.28	2.72	1	0
1500	354864	360001	7.65	SeaLevel__01500m.raw	98.57	1.43	1	0
1750	357732	360001	7.59	SeaLevel__01750m.raw	99.37	0.63	1	0
2000	359112	360001	7.99	SeaLevel__02000m.raw	99.75	0.25	1	0
2250	359726	360001	7.62	SeaLevel__02250m.raw	99.92	0.08	1	0
2500	359926	360001	7.63	SeaLevel__02500m.raw	99.98	0.02	1	0
2750	359986	360001	7.6	SeaLevel__02750m.raw	100.00	0.00	1	0
3000	359998	360001	8.14	SeaLevel__03000m.raw	100.00	0.00	1	0
