Sea level (m)	Points changed	Points total	Processing time (s)	Output filename	Water area (%)	Land area (%)	Errors (-)	Errors (+)
250	339461	360001	7.57	SeaLevel__00250m.raw	94.29	5.71	1	0
500	346090	360001	7.64	SeaLevel__00500m.raw	96.14	3.86	1	0
750	349067	360001	7.63	SeaLevel__00750m.raw	96.96	3.04	1	0
1000	351548	360001	7.89	SeaLevel__01000m.raw	97.65	2.35	1	0
1250	352690	360001	7.59	SeaLevel__01250m.raw	97.97	2.03	1	0
1500	354052	360001	7.65	SeaLevel__01500m.raw	98.35	1.65	1	0
1750	355719	360001	7.61	SeaLevel__01750m.raw	98.81	1.19	1	0
2000	356703	360001	7.96	SeaLevel__02000m.raw	99.08	0.92	1	0
2250	357982	360001	7.6	SeaLevel__02250m.raw	99.44	0.56	1	0
2500	358486	360001	7.64	SeaLevel__02500m.raw	99.58	0.42	1	0
2750	359235	360001	7.59	SeaLevel__02750m.raw	99.79	0.21	1	0
3000	359742	360001	8	SeaLevel__03000m.raw	99.93	0.07	1	0
