Sea level (m)	Points changed	Points total	Processing time (s)	Output filename	Water area (%)	Land area (%)	Errors (-)	Errors (+)
0	309712	360001	7.52	SeaLevel__00000m.raw	86.03	13.97	1	0
5	310499	360001	7.49	SeaLevel__00005m.raw	86.25	13.75	1	0
10	310868	360001	7.52	SeaLevel__00010m.raw	86.35	13.65	1	0
15	311399	360001	7.77	SeaLevel__00015m.raw	86.50	13.50	1	0
20	311761	360001	7.49	SeaLevel__00020m.raw	86.60	13.40	1	0
25	312227	360001	7.5	SeaLevel__00025m.raw	86.73	13.27	1	0
30	312538	360001	7.58	SeaLevel__00030m.raw	86.82	13.18	1	0
35	312948	360001	7.85	SeaLevel__00035m.raw	86.93	13.07	1	0
40	313234	360001	7.54	SeaLevel__00040m.raw	87.01	12.99	1	0
45	313629	360001	7.57	SeaLevel__00045m.raw	87.12	12.88	1	0
50	313933	360001	7.57	SeaLevel__00050m.raw	87.20	12.80	1	0
55	314360	360001	7.81	SeaLevel__00055m.raw	87.32	12.68	1	0
60	314641	360001	7.54	SeaLevel__00060m.raw	87.40	12.60	1	0
65	315038	360001	7.61	SeaLevel__00065m.raw	87.51	12.49	1	0
70	315289	360001	7.56	SeaLevel__00070m.raw	87.58	12.42	1	0
75	315671	360001	7.88	SeaLevel__00075m.raw	87.69	12.31	1	0
80	315922	360001	7.55	SeaLevel__00080m.raw	87.76	12.24	1	0
85	316285	360001	7.58	SeaLevel__00085m.raw	87.86	12.14	1	0
90	316536	360001	7.53	SeaLevel__00090m.raw	87.93	12.07	1	0
95	316896	360001	7.83	SeaLevel__00095m.raw	88.03	11.97	1	0
100	317116	360001	7.54	SeaLevel__00100m.raw	88.09	11.91	1	0
105	317430	360001	7.57	SeaLevel__00105m.raw	88.17	11.83	1	0
110	317629	360001	7.54	SeaLevel__00110m.raw	88.23	11.77	1	0
115	317953	360001	7.88	SeaLevel__00115m.raw	88.32	11.68	1	0
120	318145	360001	7.58	SeaLevel__00120m.raw	88.37	11.63	1	0
125	318461	360001	7.57	SeaLevel__00125m.raw	88.46	11.54	1	0
130	318618	360001	7.53	SeaLevel__00130m.raw	88.50	11.50	1	0
135	318869	360001	7.81	SeaLevel__00135m.raw	88.57	11.43	1	0
140	319018	360001	7.58	SeaLevel__00140m.raw	88.62	11.38	1	0
145	319241	360001	7.57	SeaLevel__00145m.raw	88.68	11.32	1	0
150	319388	360001	7.54	SeaLevel__00150m.raw	88.72	11.28	1	0
155	319652	360001	7.94	SeaLevel__00155m.raw	88.79	11.21	1	0
160	319821	360001	7.53	SeaLevel__00160m.raw	88.84	11.16	1	0
165	320060	360001	7.54	SeaLevel__00165m.raw	88.91	11.09	1	0
170	320201	360001	7.54	SeaLevel__00170m.raw	88.94	11.06	1	0
175	320394	360001	7.86	SeaLevel__00175m.raw	89.00	11.00	1	0
180	320528	360001	7.67	SeaLevel__00180m.raw	89.04	10.96	1	0
185	320734	360001	7.54	SeaLevel__00185m.raw	89.09	10.91	1	0
190	320859	360001	7.52	SeaLevel__00190m.raw	89.13	10.87	1	0
195	321091	360001	7.91	SeaLevel__00195m.raw	89.19	10.81	1	0
200	321232	360001	7.56	SeaLevel__00200m.raw	89.23	10.77	1	0
