Sea level (m)	Points changed	Points total	Processing time (s)	Output filename	Water area (%)	Land area (%)	Errors (-)	Errors (+)
0	295758	360001	7.62	SeaLevel__00000m.raw	82.15	17.85	1	0
5	296147	360001	7.87	SeaLevel__00005m.raw	82.26	17.74	1	0
10	296271	360001	7.58	SeaLevel__00010m.raw	82.30	17.70	1	0
15	296395	360001	7.59	SeaLevel__00015m.raw	82.33	17.67	1	0
20	296467	360001	7.56	SeaLevel__00020m.raw	82.35	17.65	1	0
25	296551	360001	7.87	SeaLevel__00025m.raw	82.38	17.62	1	0
30	296607	360001	7.55	SeaLevel__00030m.raw	82.39	17.61	1	0
35	296673	360001	7.59	SeaLevel__00035m.raw	82.41	17.59	1	0
40	296716	360001	7.58	SeaLevel__00040m.raw	82.42	17.58	1	0
45	296770	360001	7.93	SeaLevel__00045m.raw	82.44	17.56	1	0
50	296819	360001	7.61	SeaLevel__00050m.raw	82.45	17.55	1	0
55	296881	360001	7.59	SeaLevel__00055m.raw	82.47	17.53	1	0
60	296928	360001	7.56	SeaLevel__00060m.raw	82.48	17.52	1	0
65	296974	360001	7.83	SeaLevel__00065m.raw	82.49	17.51	1	0
70	297012	360001	7.59	SeaLevel__00070m.raw	82.50	17.50	1	0
75	297062	360001	7.6	SeaLevel__00075m.raw	82.52	17.48	1	0
80	297092	360001	7.6	SeaLevel__00080m.raw	82.53	17.47	1	0
85	297147	360001	7.9	SeaLevel__00085m.raw	82.54	17.46	1	0
90	297178	360001	7.61	SeaLevel__00090m.raw	82.55	17.45	1	0
95	297232	360001	7.57	SeaLevel__00095m.raw	82.56	17.44	1	0
100	297262	360001	7.59	SeaLevel__00100m.raw	82.57	17.43	1	0
105	297311	360001	7.88	SeaLevel__00105m.raw	82.59	17.41	1	0
110	297344	360001	7.59	SeaLevel__00110m.raw	82.60	17.40	1	0
115	297393	360001	7.57	SeaLevel__00115m.raw	82.61	17.39	1	0
120	297418	360001	7.58	SeaLevel__00120m.raw	82.62	17.38	1	0
125	297463	360001	7.8	SeaLevel__00125m.raw	82.63	17.37	1	0
130	297501	360001	7.6	SeaLevel__00130m.raw	82.64	17.36	1	0
135	297565	360001	7.58	SeaLevel__00135m.raw	82.66	17.34	1	0
140	297592	360001	7.58	SeaLevel__00140m.raw	82.66	17.34	1	0
145	297626	360001	7.77	SeaLevel__00145m.raw	82.67	17.33	1	0
150	297645	360001	7.59	SeaLevel__00150m.raw	82.68	17.32	1	0
155	297686	360001	7.57	SeaLevel__00155m.raw	82.69	17.31	1	0
160	297729	360001	7.58	SeaLevel__00160m.raw	82.70	17.30	1	0
165	297776	360001	7.85	SeaLevel__00165m.raw	82.72	17.28	1	0
170	297804	360001	7.59	SeaLevel__00170m.raw	82.72	17.28	1	0
175	297839	360001	7.61	SeaLevel__00175m.raw	82.73	17.27	1	0
180	297863	360001	7.61	SeaLevel__00180m.raw	82.74	17.26	1	0
185	297914	360001	7.8	SeaLevel__00185m.raw	82.75	17.25	1	0
190	297947	360001	7.66	SeaLevel__00190m.raw	82.76	17.24	1	0
195	297986	360001	7.62	SeaLevel__00195m.raw	82.77	17.23	1	0
200	298021	360001	7.64	SeaLevel__00200m.raw	82.78	17.22	1	0
