Sea level (m)	Points changed	Points total	Processing time (s)	Output filename	Water area (%)	Land area (%)	Errors (-)	Errors (+)
250	298365	360001	7.58	SeaLevel__00250m.raw	82.88	17.12	1	0
500	300705	360001	7.54	SeaLevel__00500m.raw	83.53	16.47	1	0
750	305015	360001	7.6	SeaLevel__00750m.raw	84.73	15.27	1	0
1000	309007	360001	7.98	SeaLevel__01000m.raw	85.84	14.16	1	0
1250	314409	360001	7.61	SeaLevel__01250m.raw	87.34	12.66	1	0
1500	319911	360001	7.57	SeaLevel__01500m.raw	88.86	11.14	1	0
1750	327452	360001	7.59	SeaLevel__01750m.raw	90.96	9.04	1	0
2000	335259	360001	8.03	SeaLevel__02000m.raw	93.13	6.87	1	0
2250	347367	360001	7.63	SeaLevel__02250m.raw	96.49	3.51	1	0
2500	358603	360001	7.6	SeaLevel__02500m.raw	99.61	0.39	1	0
2750	360001	360001	7.59	SeaLevel__02750m.raw	100.00	0.00	1	0
3000	360001	360001	8.03	SeaLevel__03000m.raw	100.00	0.00	1	0
