Sea level (m)	Points changed	Points total	Processing time (s)	Output filename	Water area (%)	Land area (%)	Errors (-)	Errors (+)
250	218334	360001	7.89	SeaLevel__00250m.raw	60.65	39.35	1	0
500	305336	360001	7.63	SeaLevel__00500m.raw	84.82	15.18	1	0
750	353436	360001	7.66	SeaLevel__00750m.raw	98.18	1.82	1	0
1000	357500	360001	7.68	SeaLevel__01000m.raw	99.31	0.69	1	0
1250	359034	360001	8.03	SeaLevel__01250m.raw	99.73	0.27	1	0
1500	359643	360001	8.12	SeaLevel__01500m.raw	99.90	0.10	1	0
1750	359892	360001	8.04	SeaLevel__01750m.raw	99.97	0.03	1	0
2000	360001	360001	7.94	SeaLevel__02000m.raw	100.00	0.00	1	0
2250	360001	360001	8.27	SeaLevel__02250m.raw	100.00	0.00	1	0
2500	360001	360001	8.19	SeaLevel__02500m.raw	100.00	0.00	1	0
2750	360001	360001	7.76	SeaLevel__02750m.raw	100.00	0.00	1	0
3000	360001	360001	7.78	SeaLevel__03000m.raw	100.00	0.00	1	0
