Sea level (m)	Points changed	Points total	Processing time (s)	Output filename	Water area (%)	Land area (%)	Errors (-)	Errors (+)
0	41556	360001	7.58	SeaLevel__00000m.raw	11.54	88.46	1	0
5	46733	360001	7.68	SeaLevel__00005m.raw	12.98	87.02	1	0
10	48454	360001	7.44	SeaLevel__00010m.raw	13.46	86.54	1	0
15	51074	360001	7.43	SeaLevel__00015m.raw	14.19	85.81	1	0
20	53384	360001	7.45	SeaLevel__00020m.raw	14.83	85.17	1	0
25	57624	360001	7.75	SeaLevel__00025m.raw	16.01	83.99	1	0
30	59625	360001	7.49	SeaLevel__00030m.raw	16.56	83.44	1	0
35	63018	360001	7.44	SeaLevel__00035m.raw	17.50	82.50	1	0
40	65404	360001	7.47	SeaLevel__00040m.raw	18.17	81.83	1	0
45	69267	360001	7.74	SeaLevel__00045m.raw	19.24	80.76	1	0
50	71960	360001	7.48	SeaLevel__00050m.raw	19.99	80.01	1	0
55	76288	360001	7.45	SeaLevel__00055m.raw	21.19	78.81	1	0
60	79289	360001	7.47	SeaLevel__00060m.raw	22.02	77.98	1	0
65	83795	360001	7.8	SeaLevel__00065m.raw	23.28	76.72	1	0
70	87030	360001	7.66	SeaLevel__00070m.raw	24.17	75.83	1	0
75	92095	360001	7.52	SeaLevel__00075m.raw	25.58	74.42	1	0
80	95460	360001	7.49	SeaLevel__00080m.raw	26.52	73.48	1	0
85	100534	360001	7.76	SeaLevel__00085m.raw	27.93	72.07	1	0
90	104093	360001	7.5	SeaLevel__00090m.raw	28.91	71.09	1	0
95	110257	360001	7.48	SeaLevel__00095m.raw	30.63	69.37	1	0
100	114201	360001	7.49	SeaLevel__00100m.raw	31.72	68.28	1	0
105	120595	360001	7.75	SeaLevel__00105m.raw	33.50	66.50	1	0
110	125146	360001	7.51	SeaLevel__00110m.raw	34.76	65.24	1	0
115	133327	360001	7.52	SeaLevel__00115m.raw	37.04	62.96	1	0
120	139230	360001	7.49	SeaLevel__00120m.raw	38.67	61.33	1	0
125	148919	360001	7.8	SeaLevel__00125m.raw	41.37	58.63	1	0
130	155749	360001	7.47	SeaLevel__00130m.raw	43.26	56.74	1	0
135	166707	360001	7.48	SeaLevel__00135m.raw	46.31	53.69	1	0
140	174158	360001	7.46	SeaLevel__00140m.raw	48.38	51.62	1	0
145	185356	360001	7.84	SeaLevel__00145m.raw	51.49	48.51	1	0
150	192722	360001	7.47	SeaLevel__00150m.raw	53.53	46.47	1	0
155	203855	360001	7.48	SeaLevel__00155m.raw	56.63	43.37	1	0
160	211522	360001	7.5	SeaLevel__00160m.raw	58.76	41.24	1	0
165	222726	360001	7.77	SeaLevel__00165m.raw	61.87	38.13	1	0
170	229976	360001	7.48	SeaLevel__00170m.raw	63.88	36.12	1	0
175	240406	360001	7.5	SeaLevel__00175m.raw	66.78	33.22	1	0
180	247264	360001	7.52	SeaLevel__00180m.raw	68.68	31.32	1	0
185	257148	360001	7.89	SeaLevel__00185m.raw	71.43	28.57	1	0
190	263404	360001	7.51	SeaLevel__00190m.raw	73.17	26.83	1	0
195	272326	360001	7.52	SeaLevel__00195m.raw	75.65	24.35	1	0
200	278022	360001	7.51	SeaLevel__00200m.raw	77.23	22.77	1	0
