Sea level (m)	Points changed	Points total	Processing time (s)	Output filename	Water area (%)	Land area (%)	Errors (-)	Errors (+)
250	265504	360001	7.54	SeaLevel__00250m.raw	73.75	26.25	1	0
500	312095	360001	7.66	SeaLevel__00500m.raw	86.69	13.31	1	0
750	336311	360001	7.57	SeaLevel__00750m.raw	93.42	6.58	1	0
1000	350615	360001	7.89	SeaLevel__01000m.raw	97.39	2.61	1	0
1250	356262	360001	7.58	SeaLevel__01250m.raw	98.96	1.04	1	0
1500	358467	360001	7.62	SeaLevel__01500m.raw	99.57	0.43	1	0
1750	359423	360001	7.57	SeaLevel__01750m.raw	99.84	0.16	1	0
2000	359793	360001	7.91	SeaLevel__02000m.raw	99.94	0.06	1	0
2250	359931	360001	7.58	SeaLevel__02250m.raw	99.98	0.02	1	0
2500	359969	360001	7.6	SeaLevel__02500m.raw	99.99	0.01	1	0
2750	359998	360001	7.58	SeaLevel__02750m.raw	100.00	0.00	1	0
3000	360001	360001	7.93	SeaLevel__03000m.raw	100.00	0.00	1	0
