Sea level (m)	Points changed	Points total	Processing time (s)	Output filename	Water area (%)	Land area (%)	Errors (-)	Errors (+)
250	335820	360001	7.63	SeaLevel__00250m.raw	93.28	6.72	1	0
500	353976	360001	7.63	SeaLevel__00500m.raw	98.33	1.67	1	0
750	359682	360001	7.62	SeaLevel__00750m.raw	99.91	0.09	1	0
1000	360001	360001	7.98	SeaLevel__01000m.raw	100.00	0.00	1	0
1250	360001	360001	7.6	SeaLevel__01250m.raw	100.00	0.00	1	0
1500	360001	360001	7.64	SeaLevel__01500m.raw	100.00	0.00	1	0
1750	360001	360001	7.61	SeaLevel__01750m.raw	100.00	0.00	1	0
2000	360001	360001	7.97	SeaLevel__02000m.raw	100.00	0.00	1	0
2250	360001	360001	7.7	SeaLevel__02250m.raw	100.00	0.00	1	0
2500	360001	360001	7.61	SeaLevel__02500m.raw	100.00	0.00	1	0
2750	360001	360001	7.6	SeaLevel__02750m.raw	100.00	0.00	1	0
3000	360001	360001	7.98	SeaLevel__03000m.raw	100.00	0.00	1	0
