Sea level (m)	Points changed	Points total	Processing time (s)	Output filename	Water area (%)	Land area (%)	Errors (-)	Errors (+)
250	58653	360001	7.5	SeaLevel__00250m.raw	16.29	83.71	1	0
500	73720	360001	7.52	SeaLevel__00500m.raw	20.48	79.52	1	0
750	99808	360001	7.51	SeaLevel__00750m.raw	27.72	72.28	1	0
1000	141960	360001	7.78	SeaLevel__01000m.raw	39.43	60.57	1	0
1250	213665	360001	7.56	SeaLevel__01250m.raw	59.35	40.65	1	0
1500	280020	360001	7.56	SeaLevel__01500m.raw	77.78	22.22	1	0
1750	310016	360001	7.61	SeaLevel__01750m.raw	86.12	13.88	1	0
2000	322672	360001	8.14	SeaLevel__02000m.raw	89.63	10.37	1	0
2250	329261	360001	7.6	SeaLevel__02250m.raw	91.46	8.54	1	0
2500	332770	360001	7.55	SeaLevel__02500m.raw	92.44	7.56	1	0
2750	335494	360001	7.6	SeaLevel__02750m.raw	93.19	6.81	1	0
3000	338026	360001	7.93	SeaLevel__03000m.raw	93.90	6.10	1	0
