Sea level (m)	Points changed	Points total	Processing time (s)	Output filename	Water area (%)	Land area (%)	Errors (-)	Errors (+)
250	137578	360001	8.4	SeaLevel__00250m.raw	38.22	61.78	1	0
500	173596	360001	7.94	SeaLevel__00500m.raw	48.22	51.78	1	0
750	196433	360001	8.45	SeaLevel__00750m.raw	54.56	45.44	1	0
1000	220935	360001	8.35	SeaLevel__01000m.raw	61.37	38.63	1	0
1250	245291	360001	8.28	SeaLevel__01250m.raw	68.14	31.86	1	0
1500	269099	360001	8.46	SeaLevel__01500m.raw	74.75	25.25	1	0
1750	283847	360001	8.87	SeaLevel__01750m.raw	78.85	21.15	1	0
2000	294443	360001	8.51	SeaLevel__02000m.raw	81.79	18.21	1	0
2250	304710	360001	8.11	SeaLevel__02250m.raw	84.64	15.36	1	0
2500	316884	360001	7.88	SeaLevel__02500m.raw	88.02	11.98	1	0
2750	353811	360001	8.46	SeaLevel__02750m.raw	98.28	1.72	1	0
3000	360001	360001	8.19	SeaLevel__03000m.raw	100.00	0.00	1	0
