Sea level (m)	Points changed	Points total	Processing time (s)	Output filename	Water area (%)	Land area (%)	Errors (-)	Errors (+)
0	348252	360001	8.42	SeaLevel__00000m.raw	96.74	3.26	1	0
5	349207	360001	7.54	SeaLevel__00005m.raw	97.00	3.00	1	0
10	349346	360001	7.54	SeaLevel__00010m.raw	97.04	2.96	1	0
15	349542	360001	7.58	SeaLevel__00015m.raw	97.09	2.91	1	0
20	349661	360001	7.84	SeaLevel__00020m.raw	97.13	2.87	1	0
25	349821	360001	7.55	SeaLevel__00025m.raw	97.17	2.83	1	0
30	349916	360001	7.55	SeaLevel__00030m.raw	97.20	2.80	1	0
35	350095	360001	7.6	SeaLevel__00035m.raw	97.25	2.75	1	0
40	350194	360001	7.84	SeaLevel__00040m.raw	97.28	2.72	1	0
45	350355	360001	7.55	SeaLevel__00045m.raw	97.32	2.68	1	0
50	350489	360001	7.51	SeaLevel__00050m.raw	97.36	2.64	1	0
55	350645	360001	7.55	SeaLevel__00055m.raw	97.40	2.60	1	0
60	350763	360001	7.8	SeaLevel__00060m.raw	97.43	2.57	1	0
65	350940	360001	7.53	SeaLevel__00065m.raw	97.48	2.52	1	0
70	351058	360001	7.51	SeaLevel__00070m.raw	97.52	2.48	1	0
75	351197	360001	7.56	SeaLevel__00075m.raw	97.55	2.45	1	0
80	351301	360001	7.82	SeaLevel__00080m.raw	97.58	2.42	1	0
85	351454	360001	7.56	SeaLevel__00085m.raw	97.63	2.37	1	0
90	351551	360001	7.55	SeaLevel__00090m.raw	97.65	2.35	1	0
95	351699	360001	7.75	SeaLevel__00095m.raw	97.69	2.31	1	0
100	351798	360001	7.86	SeaLevel__00100m.raw	97.72	2.28	1	0
105	351950	360001	7.55	SeaLevel__00105m.raw	97.76	2.24	1	0
110	352058	360001	7.58	SeaLevel__00110m.raw	97.79	2.21	1	0
115	352227	360001	7.57	SeaLevel__00115m.raw	97.84	2.16	1	0
120	352329	360001	7.84	SeaLevel__00120m.raw	97.87	2.13	1	0
125	352484	360001	7.57	SeaLevel__00125m.raw	97.91	2.09	1	0
130	352607	360001	7.61	SeaLevel__00130m.raw	97.95	2.05	1	0
135	352809	360001	7.57	SeaLevel__00135m.raw	98.00	2.00	1	0
140	352933	360001	7.87	SeaLevel__00140m.raw	98.04	1.96	1	0
145	353159	360001	7.63	SeaLevel__00145m.raw	98.10	1.90	1	0
150	353329	360001	7.62	SeaLevel__00150m.raw	98.15	1.85	1	0
155	353879	360001	7.57	SeaLevel__00155m.raw	98.30	1.70	1	0
160	354246	360001	7.81	SeaLevel__00160m.raw	98.40	1.60	1	0
165	354640	360001	7.55	SeaLevel__00165m.raw	98.51	1.49	1	0
170	354848	360001	7.58	SeaLevel__00170m.raw	98.57	1.43	1	0
175	355066	360001	7.54	SeaLevel__00175m.raw	98.63	1.37	1	0
180	355202	360001	7.8	SeaLevel__00180m.raw	98.67	1.33	1	0
185	355363	360001	7.54	SeaLevel__00185m.raw	98.71	1.29	1	0
190	355486	360001	7.58	SeaLevel__00190m.raw	98.75	1.25	1	0
195	355688	360001	7.54	SeaLevel__00195m.raw	98.80	1.20	1	0
200	355781	360001	7.91	SeaLevel__00200m.raw	98.83	1.17	1	0
