Sea level (m)	Points changed	Points total	Processing time (s)	Output filename	Water area (%)	Land area (%)	Errors (-)	Errors (+)
0	231235	360001	7.45	SeaLevel__00000m.raw	64.23	35.77	1	0
5	234691	360001	7.46	SeaLevel__00005m.raw	65.19	34.81	1	0
10	236554	360001	7.48	SeaLevel__00010m.raw	65.71	34.29	1	0
15	238857	360001	7.71	SeaLevel__00015m.raw	66.35	33.65	1	0
20	240242	360001	7.49	SeaLevel__00020m.raw	66.73	33.27	1	0
25	242061	360001	7.47	SeaLevel__00025m.raw	67.24	32.76	1	0
30	243224	360001	7.5	SeaLevel__00030m.raw	67.56	32.44	1	0
35	244789	360001	7.73	SeaLevel__00035m.raw	68.00	32.00	1	0
40	245766	360001	7.48	SeaLevel__00040m.raw	68.27	31.73	1	0
45	247261	360001	7.49	SeaLevel__00045m.raw	68.68	31.32	1	0
50	248168	360001	7.51	SeaLevel__00050m.raw	68.94	31.06	1	0
55	249518	360001	7.77	SeaLevel__00055m.raw	69.31	30.69	1	0
60	250439	360001	7.46	SeaLevel__00060m.raw	69.57	30.43	1	0
65	251831	360001	7.48	SeaLevel__00065m.raw	69.95	30.05	1	0
70	252713	360001	7.47	SeaLevel__00070m.raw	70.20	29.80	1	0
75	254074	360001	7.83	SeaLevel__00075m.raw	70.58	29.42	1	0
80	255002	360001	7.5	SeaLevel__00080m.raw	70.83	29.17	1	0
85	256411	360001	7.52	SeaLevel__00085m.raw	71.23	28.77	1	0
90	257335	360001	7.56	SeaLevel__00090m.raw	71.48	28.52	1	0
95	258765	360001	7.82	SeaLevel__00095m.raw	71.88	28.12	1	0
100	259712	360001	7.54	SeaLevel__00100m.raw	72.14	27.86	1	0
105	261150	360001	7.53	SeaLevel__00105m.raw	72.54	27.46	1	0
110	262148	360001	7.58	SeaLevel__00110m.raw	72.82	27.18	1	0
115	263732	360001	7.71	SeaLevel__00115m.raw	73.26	26.74	1	0
120	264796	360001	7.5	SeaLevel__00120m.raw	73.55	26.45	1	0
125	266406	360001	7.49	SeaLevel__00125m.raw	74.00	26.00	1	0
130	267461	360001	7.68	SeaLevel__00130m.raw	74.29	25.71	1	0
135	269084	360001	7.79	SeaLevel__00135m.raw	74.75	25.25	1	0
140	270263	360001	7.49	SeaLevel__00140m.raw	75.07	24.93	1	0
145	272192	360001	7.49	SeaLevel__00145m.raw	75.61	24.39	1	0
150	273666	360001	7.54	SeaLevel__00150m.raw	76.02	23.98	1	0
155	276732	360001	7.78	SeaLevel__00155m.raw	76.87	23.13	1	0
160	278482	360001	7.52	SeaLevel__00160m.raw	77.36	22.64	1	0
165	280578	360001	7.52	SeaLevel__00165m.raw	77.94	22.06	1	0
170	281724	360001	7.55	SeaLevel__00170m.raw	78.26	21.74	1	0
175	283333	360001	7.76	SeaLevel__00175m.raw	78.70	21.30	1	0
180	284293	360001	7.52	SeaLevel__00180m.raw	78.97	21.03	1	0
185	285697	360001	7.51	SeaLevel__00185m.raw	79.36	20.64	1	0
190	286589	360001	7.62	SeaLevel__00190m.raw	79.61	20.39	1	0
195	287844	360001	7.85	SeaLevel__00195m.raw	79.96	20.04	1	0
200	288725	360001	7.54	SeaLevel__00200m.raw	80.20	19.80	1	0
