Sea level (m)	Points changed	Points total	Processing time (s)	Output filename	Water area (%)	Land area (%)	Errors (-)	Errors (+)
0	359889	360001	7.63	SeaLevel__00000m.raw	99.97	0.03	1	0
5	359957	360001	7.9	SeaLevel__00005m.raw	99.99	0.01	1	0
10	359962	360001	7.63	SeaLevel__00010m.raw	99.99	0.01	1	0
15	359970	360001	7.6	SeaLevel__00015m.raw	99.99	0.01	1	0
20	359973	360001	7.67	SeaLevel__00020m.raw	99.99	0.01	1	0
25	359974	360001	7.91	SeaLevel__00025m.raw	99.99	0.01	1	0
30	359976	360001	7.64	SeaLevel__00030m.raw	99.99	0.01	1	0
35	359977	360001	7.59	SeaLevel__00035m.raw	99.99	0.01	1	0
40	359978	360001	7.54	SeaLevel__00040m.raw	99.99	0.01	1	0
45	359979	360001	7.89	SeaLevel__00045m.raw	99.99	0.01	1	0
50	359979	360001	7.55	SeaLevel__00050m.raw	99.99	0.01	1	0
55	359979	360001	7.55	SeaLevel__00055m.raw	99.99	0.01	1	0
60	359979	360001	7.56	SeaLevel__00060m.raw	99.99	0.01	1	0
65	359981	360001	7.87	SeaLevel__00065m.raw	99.99	0.01	1	0
70	359981	360001	7.56	SeaLevel__00070m.raw	99.99	0.01	1	0
75	359985	360001	7.56	SeaLevel__00075m.raw	100.00	0.00	1	0
80	359986	360001	7.63	SeaLevel__00080m.raw	100.00	0.00	1	0
85	359987	360001	7.82	SeaLevel__00085m.raw	100.00	0.00	1	0
90	359989	360001	7.57	SeaLevel__00090m.raw	100.00	0.00	1	0
95	359989	360001	7.56	SeaLevel__00095m.raw	100.00	0.00	1	0
100	359990	360001	7.57	SeaLevel__00100m.raw	100.00	0.00	1	0
105	359993	360001	7.84	SeaLevel__00105m.raw	100.00	0.00	1	0
110	359994	360001	7.56	SeaLevel__00110m.raw	100.00	0.00	1	0
115	359995	360001	7.6	SeaLevel__00115m.raw	100.00	0.00	1	0
120	359995	360001	7.6	SeaLevel__00120m.raw	100.00	0.00	1	0
125	359995	360001	7.87	SeaLevel__00125m.raw	100.00	0.00	1	0
130	359996	360001	7.54	SeaLevel__00130m.raw	100.00	0.00	1	0
135	359996	360001	7.56	SeaLevel__00135m.raw	100.00	0.00	1	0
140	359996	360001	7.55	SeaLevel__00140m.raw	100.00	0.00	1	0
145	359996	360001	7.86	SeaLevel__00145m.raw	100.00	0.00	1	0
150	359997	360001	7.57	SeaLevel__00150m.raw	100.00	0.00	1	0
155	359997	360001	7.6	SeaLevel__00155m.raw	100.00	0.00	1	0
160	359997	360001	7.56	SeaLevel__00160m.raw	100.00	0.00	1	0
165	359997	360001	7.88	SeaLevel__00165m.raw	100.00	0.00	1	0
170	359997	360001	7.53	SeaLevel__00170m.raw	100.00	0.00	1	0
175	359998	360001	7.59	SeaLevel__00175m.raw	100.00	0.00	1	0
180	359998	360001	7.55	SeaLevel__00180m.raw	100.00	0.00	1	0
185	359998	360001	7.9	SeaLevel__00185m.raw	100.00	0.00	1	0
190	359998	360001	7.5	SeaLevel__00190m.raw	100.00	0.00	1	0
195	359999	360001	7.6	SeaLevel__00195m.raw	100.00	0.00	1	0
200	359999	360001	7.55	SeaLevel__00200m.raw	100.00	0.00	1	0
