Sea level (m)	Points changed	Points total	Processing time (s)	Output filename	Water area (%)	Land area (%)	Errors (-)	Errors (+)
0	22547	360001	7.53	SeaLevel__00000m.raw	6.26	93.74	1	0
5	26638	360001	7.46	SeaLevel__00005m.raw	7.40	92.60	1	0
10	27267	360001	7.42	SeaLevel__00010m.raw	7.57	92.43	1	0
15	28139	360001	7.71	SeaLevel__00015m.raw	7.82	92.18	1	0
20	28843	360001	7.38	SeaLevel__00020m.raw	8.01	91.99	1	0
25	30514	360001	7.43	SeaLevel__00025m.raw	8.48	91.52	1	0
30	32830	360001	7.41	SeaLevel__00030m.raw	9.12	90.88	1	0
35	36717	360001	7.7	SeaLevel__00035m.raw	10.20	89.80	1	0
40	42644	360001	7.44	SeaLevel__00040m.raw	11.85	88.15	1	0
45	49458	360001	7.43	SeaLevel__00045m.raw	13.74	86.26	1	0
50	52960	360001	7.44	SeaLevel__00050m.raw	14.71	85.29	1	0
55	58593	360001	7.73	SeaLevel__00055m.raw	16.28	83.72	1	0
60	63166	360001	7.45	SeaLevel__00060m.raw	17.55	82.45	1	0
65	69439	360001	7.44	SeaLevel__00065m.raw	19.29	80.71	1	0
70	73740	360001	7.49	SeaLevel__00070m.raw	20.48	79.52	1	0
75	80975	360001	7.8	SeaLevel__00075m.raw	22.49	77.51	1	0
80	87152	360001	7.44	SeaLevel__00080m.raw	24.21	75.79	1	0
85	96950	360001	7.41	SeaLevel__00085m.raw	26.93	73.07	1	0
90	103660	360001	7.63	SeaLevel__00090m.raw	28.79	71.21	1	0
95	116273	360001	7.77	SeaLevel__00095m.raw	32.30	67.70	1	0
100	129137	360001	7.43	SeaLevel__00100m.raw	35.87	64.13	1	0
105	159843	360001	7.48	SeaLevel__00105m.raw	44.40	55.60	1	0
110	163771	360001	7.52	SeaLevel__00110m.raw	45.49	54.51	1	0
115	168916	360001	7.73	SeaLevel__00115m.raw	46.92	53.08	1	0
120	172213	360001	7.48	SeaLevel__00120m.raw	47.84	52.16	1	0
125	176560	360001	7.45	SeaLevel__00125m.raw	49.04	50.96	1	0
130	179336	360001	7.65	SeaLevel__00130m.raw	49.82	50.18	1	0
135	183158	360001	7.76	SeaLevel__00135m.raw	50.88	49.12	1	0
140	185662	360001	7.45	SeaLevel__00140m.raw	51.57	48.43	1	0
145	189598	360001	7.48	SeaLevel__00145m.raw	52.67	47.33	1	0
150	192226	360001	7.45	SeaLevel__00150m.raw	53.40	46.60	1	0
155	197330	360001	7.74	SeaLevel__00155m.raw	54.81	45.19	1	0
160	199971	360001	7.48	SeaLevel__00160m.raw	55.55	44.45	1	0
165	203419	360001	7.5	SeaLevel__00165m.raw	56.51	43.49	1	0
170	205705	360001	7.46	SeaLevel__00170m.raw	57.14	42.86	1	0
175	209102	360001	7.71	SeaLevel__00175m.raw	58.08	41.92	1	0
180	211695	360001	7.49	SeaLevel__00180m.raw	58.80	41.20	1	0
185	215672	360001	7.51	SeaLevel__00185m.raw	59.91	40.09	1	0
190	218437	360001	7.49	SeaLevel__00190m.raw	60.68	39.32	1	0
195	223351	360001	7.82	SeaLevel__00195m.raw	62.04	37.96	1	0
200	228035	360001	7.51	SeaLevel__00200m.raw	63.34	36.66	1	0
