Sea level (m)	Points changed	Points total	Processing time (s)	Output filename	Water area (%)	Land area (%)	Errors (-)	Errors (+)
250	299825	360001	7.55	SeaLevel__00250m.raw	83.28	16.72	1	0
500	301753	360001	7.57	SeaLevel__00500m.raw	83.82	16.18	1	0
750	304530	360001	7.62	SeaLevel__00750m.raw	84.59	15.41	1	0
1000	307611	360001	7.9	SeaLevel__01000m.raw	85.45	14.55	1	0
1250	312169	360001	7.57	SeaLevel__01250m.raw	86.71	13.29	1	0
1500	317612	360001	7.59	SeaLevel__01500m.raw	88.23	11.77	1	0
1750	323280	360001	7.59	SeaLevel__01750m.raw	89.80	10.20	1	0
2000	332123	360001	7.9	SeaLevel__02000m.raw	92.26	7.74	1	0
2250	341252	360001	7.6	SeaLevel__02250m.raw	94.79	5.21	1	0
2500	356562	360001	7.65	SeaLevel__02500m.raw	99.04	0.96	1	0
2750	360001	360001	7.62	SeaLevel__02750m.raw	100.00	0.00	1	0
3000	360001	360001	8.03	SeaLevel__03000m.raw	100.00	0.00	1	0
