Sea level (m)	Points changed	Points total	Processing time (s)	Output filename	Water area (%)	Land area (%)	Errors (-)	Errors (+)
250	145624	360001	7.56	SeaLevel__00250m.raw	40.45	59.55	1	0
500	157041	360001	8.06	SeaLevel__00500m.raw	43.62	56.38	1	0
750	169674	360001	7.66	SeaLevel__00750m.raw	47.13	52.87	1	0
1000	182244	360001	7.9	SeaLevel__01000m.raw	50.62	49.38	1	0
1250	198185	360001	7.61	SeaLevel__01250m.raw	55.05	44.95	1	0
1500	222249	360001	7.62	SeaLevel__01500m.raw	61.74	38.26	1	0
1750	249754	360001	7.64	SeaLevel__01750m.raw	69.38	30.62	1	0
2000	267075	360001	8	SeaLevel__02000m.raw	74.19	25.81	1	0
2250	297619	360001	7.55	SeaLevel__02250m.raw	82.67	17.33	1	0
2500	322572	360001	7.67	SeaLevel__02500m.raw	89.60	10.40	1	0
2750	353701	360001	7.64	SeaLevel__02750m.raw	98.25	1.75	1	0
3000	360001	360001	8.22	SeaLevel__03000m.raw	100.00	0.00	1	0
