Sea level (m)	Points changed	Points total	Processing time (s)	Output filename	Water area (%)	Land area (%)	Errors (-)	Errors (+)
250	280887	360001	7.63	SeaLevel__00250m.raw	78.02	21.98	1	0
500	296570	360001	8.21	SeaLevel__00500m.raw	82.38	17.62	1	0
750	317383	360001	8.3	SeaLevel__00750m.raw	88.16	11.84	1	0
1000	334983	360001	8.47	SeaLevel__01000m.raw	93.05	6.95	1	0
1250	347351	360001	7.98	SeaLevel__01250m.raw	96.49	3.51	1	0
1500	353513	360001	7.67	SeaLevel__01500m.raw	98.20	1.80	1	0
1750	356491	360001	8.29	SeaLevel__01750m.raw	99.03	0.97	1	0
2000	358090	360001	8.27	SeaLevel__02000m.raw	99.47	0.53	1	0
2250	358922	360001	7.85	SeaLevel__02250m.raw	99.70	0.30	1	0
2500	359417	360001	7.95	SeaLevel__02500m.raw	99.84	0.16	1	0
2750	359728	360001	8.22	SeaLevel__02750m.raw	99.92	0.08	1	0
3000	359906	360001	8.49	SeaLevel__03000m.raw	99.97	0.03	1	0
