Sea level (m)	Points changed	Points total	Processing time (s)	Output filename	Water area (%)	Land area (%)	Errors (-)	Errors (+)
250	233179	360001	7.6	SeaLevel__00250m.raw	64.77	35.23	1	0
500	266075	360001	7.66	SeaLevel__00500m.raw	73.91	26.09	1	0
750	284540	360001	7.57	SeaLevel__00750m.raw	79.04	20.96	1	0
1000	297210	360001	7.93	SeaLevel__01000m.raw	82.56	17.44	1	0
1250	305700	360001	7.61	SeaLevel__01250m.raw	84.92	15.08	1	0
1500	311636	360001	7.59	SeaLevel__01500m.raw	86.57	13.43	1	0
1750	315962	360001	7.61	SeaLevel__01750m.raw	87.77	12.23	1	0
2000	319029	360001	7.94	SeaLevel__02000m.raw	88.62	11.38	1	0
2250	321755	360001	7.71	SeaLevel__02250m.raw	89.38	10.62	1	0
2500	323806	360001	7.59	SeaLevel__02500m.raw	89.95	10.05	1	0
2750	325828	360001	7.65	SeaLevel__02750m.raw	90.51	9.49	1	0
3000	327639	360001	8.02	SeaLevel__03000m.raw	91.01	8.99	1	0
