Sea level (m)	Points changed	Points total	Processing time (s)	Output filename	Water area (%)	Land area (%)	Errors (-)	Errors (+)
250	186199	360001	7.52	SeaLevel__00250m.raw	51.72	48.28	1	0
500	230202	360001	7.64	SeaLevel__00500m.raw	63.94	36.06	1	0
750	272181	360001	7.57	SeaLevel__00750m.raw	75.61	24.39	1	0
1000	315556	360001	7.97	SeaLevel__01000m.raw	87.65	12.35	1	0
1250	335095	360001	7.62	SeaLevel__01250m.raw	93.08	6.92	1	0
1500	343006	360001	7.68	SeaLevel__01500m.raw	95.28	4.72	1	0
1750	348895	360001	7.6	SeaLevel__01750m.raw	96.92	3.08	1	0
2000	353496	360001	7.92	SeaLevel__02000m.raw	98.19	1.81	1	0
2250	356820	360001	7.57	SeaLevel__02250m.raw	99.12	0.88	1	0
2500	358513	360001	7.89	SeaLevel__02500m.raw	99.59	0.41	1	0
2750	359436	360001	7.62	SeaLevel__02750m.raw	99.84	0.16	1	0
3000	359803	360001	7.92	SeaLevel__03000m.raw	99.95	0.05	1	0
