Sea level (m)	Points changed	Points total	Processing time (s)	Output filename	Water area (%)	Land area (%)	Errors (-)	Errors (+)
0	268734	360001	7.79	SeaLevel__00000m.raw	74.65	25.35	1	0
5	269831	360001	7.55	SeaLevel__00005m.raw	74.95	25.05	1	0
10	270423	360001	7.62	SeaLevel__00010m.raw	75.12	24.88	1	0
15	270970	360001	7.59	SeaLevel__00015m.raw	75.27	24.73	1	0
20	271269	360001	7.85	SeaLevel__00020m.raw	75.35	24.65	1	0
25	271749	360001	7.55	SeaLevel__00025m.raw	75.49	24.51	1	0
30	272049	360001	7.55	SeaLevel__00030m.raw	75.57	24.43	1	0
35	272581	360001	7.75	SeaLevel__00035m.raw	75.72	24.28	1	0
40	273086	360001	7.84	SeaLevel__00040m.raw	75.86	24.14	1	0
45	273842	360001	7.52	SeaLevel__00045m.raw	76.07	23.93	1	0
50	274398	360001	7.52	SeaLevel__00050m.raw	76.22	23.78	1	0
55	275190	360001	7.73	SeaLevel__00055m.raw	76.44	23.56	1	0
60	275816	360001	7.78	SeaLevel__00060m.raw	76.62	23.38	1	0
65	277162	360001	7.55	SeaLevel__00065m.raw	76.99	23.01	1	0
70	279283	360001	7.54	SeaLevel__00070m.raw	77.58	22.42	1	0
75	282173	360001	7.58	SeaLevel__00075m.raw	78.38	21.62	1	0
80	284553	360001	7.82	SeaLevel__00080m.raw	79.04	20.96	1	0
85	286658	360001	7.57	SeaLevel__00085m.raw	79.63	20.37	1	0
90	288012	360001	7.57	SeaLevel__00090m.raw	80.00	20.00	1	0
95	289935	360001	7.67	SeaLevel__00095m.raw	80.54	19.46	1	0
100	291616	360001	7.94	SeaLevel__00100m.raw	81.00	19.00	1	0
105	293907	360001	7.58	SeaLevel__00105m.raw	81.64	18.36	1	0
110	294998	360001	7.62	SeaLevel__00110m.raw	81.94	18.06	1	0
115	296589	360001	7.54	SeaLevel__00115m.raw	82.39	17.61	1	0
120	297492	360001	7.79	SeaLevel__00120m.raw	82.64	17.36	1	0
125	298901	360001	7.54	SeaLevel__00125m.raw	83.03	16.97	1	0
130	300089	360001	7.59	SeaLevel__00130m.raw	83.36	16.64	1	0
135	302032	360001	7.56	SeaLevel__00135m.raw	83.90	16.10	1	0
140	303066	360001	7.84	SeaLevel__00140m.raw	84.18	15.82	1	0
145	304353	360001	7.57	SeaLevel__00145m.raw	84.54	15.46	1	0
150	305391	360001	7.56	SeaLevel__00150m.raw	84.83	15.17	1	0
155	308632	360001	7.56	SeaLevel__00155m.raw	85.73	14.27	1	0
160	310086	360001	7.83	SeaLevel__00160m.raw	86.13	13.87	1	0
165	312256	360001	7.61	SeaLevel__00165m.raw	86.74	13.26	1	0
170	312920	360001	7.58	SeaLevel__00170m.raw	86.92	13.08	1	0
175	313627	360001	7.54	SeaLevel__00175m.raw	87.12	12.88	1	0
180	314125	360001	7.81	SeaLevel__00180m.raw	87.26	12.74	1	0
185	314860	360001	7.54	SeaLevel__00185m.raw	87.46	12.54	1	0
190	315346	360001	7.57	SeaLevel__00190m.raw	87.60	12.40	1	0
195	316470	360001	7.55	SeaLevel__00195m.raw	87.91	12.09	1	0
200	316973	360001	7.89	SeaLevel__00200m.raw	88.05	11.95	1	0
