Sea level (m)	Points changed	Points total	Processing time (s)	Output filename	Water area (%)	Land area (%)	Errors (-)	Errors (+)
0	250529	360001	7.93	SeaLevel__00000m.raw	69.59	30.41	1	0
5	262040	360001	7.59	SeaLevel__00005m.raw	72.79	27.21	1	0
10	265248	360001	7.63	SeaLevel__00010m.raw	73.68	26.32	1	0
15	268761	360001	7.61	SeaLevel__00015m.raw	74.66	25.34	1	0
20	270618	360001	7.86	SeaLevel__00020m.raw	75.17	24.83	1	0
25	273101	360001	7.62	SeaLevel__00025m.raw	75.86	24.14	1	0
30	274646	360001	7.67	SeaLevel__00030m.raw	76.29	23.71	1	0
35	276780	360001	7.6	SeaLevel__00035m.raw	76.88	23.12	1	0
40	278119	360001	7.9	SeaLevel__00040m.raw	77.26	22.74	1	0
45	280142	360001	7.61	SeaLevel__00045m.raw	77.82	22.18	1	0
50	281543	360001	7.66	SeaLevel__00050m.raw	78.21	21.79	1	0
55	283937	360001	7.61	SeaLevel__00055m.raw	78.87	21.13	1	0
60	285497	360001	7.88	SeaLevel__00060m.raw	79.30	20.70	1	0
65	287826	360001	7.63	SeaLevel__00065m.raw	79.95	20.05	1	0
70	289330	360001	7.65	SeaLevel__00070m.raw	80.37	19.63	1	0
75	291716	360001	7.6	SeaLevel__00075m.raw	81.03	18.97	1	0
80	293475	360001	7.97	SeaLevel__00080m.raw	81.52	18.48	1	0
85	295713	360001	7.73	SeaLevel__00085m.raw	82.14	17.86	1	0
90	297272	360001	7.7	SeaLevel__00090m.raw	82.58	17.42	1	0
95	299643	360001	7.68	SeaLevel__00095m.raw	83.23	16.77	1	0
100	301388	360001	8.26	SeaLevel__00100m.raw	83.72	16.28	1	0
105	304285	360001	7.93	SeaLevel__00105m.raw	84.52	15.48	1	0
110	305500	360001	7.74	SeaLevel__00110m.raw	84.86	15.14	1	0
115	307091	360001	8.09	SeaLevel__00115m.raw	85.30	14.70	1	0
120	308077	360001	8.36	SeaLevel__00120m.raw	85.58	14.42	1	0
125	309559	360001	7.82	SeaLevel__00125m.raw	85.99	14.01	1	0
130	310513	360001	7.62	SeaLevel__00130m.raw	86.25	13.75	1	0
135	311862	360001	8.2	SeaLevel__00135m.raw	86.63	13.37	1	0
140	312804	360001	8.18	SeaLevel__00140m.raw	86.89	13.11	1	0
145	314332	360001	8.77	SeaLevel__00145m.raw	87.31	12.69	1	0
150	315525	360001	7.64	SeaLevel__00150m.raw	87.65	12.35	1	0
155	317889	360001	7.65	SeaLevel__00155m.raw	88.30	11.70	1	0
160	318557	360001	8.06	SeaLevel__00160m.raw	88.49	11.51	1	0
165	319302	360001	7.78	SeaLevel__00165m.raw	88.69	11.31	1	0
170	319766	360001	8.17	SeaLevel__00170m.raw	88.82	11.18	1	0
175	320481	360001	7.99	SeaLevel__00175m.raw	89.02	10.98	1	0
180	320947	360001	8.37	SeaLevel__00180m.raw	89.15	10.85	1	0
185	321602	360001	8.01	SeaLevel__00185m.raw	89.33	10.67	1	0
190	322098	360001	7.67	SeaLevel__00190m.raw	89.47	10.53	1	0
195	322892	360001	7.97	SeaLevel__00195m.raw	89.69	10.31	1	0
200	323422	360001	8.07	SeaLevel__00200m.raw	89.84	10.16	1	0
