Sea level (m)	Points changed	Points total	Processing time (s)	Output filename	Water area (%)	Land area (%)	Errors (-)	Errors (+)
250	288426	360001	8	SeaLevel__00250m.raw	80.12	19.88	1	0
500	351375	360001	7.94	SeaLevel__00500m.raw	97.60	2.40	1	0
750	359119	360001	8.94	SeaLevel__00750m.raw	99.76	0.24	1	0
1000	359686	360001	8.43	SeaLevel__01000m.raw	99.91	0.09	1	0
1250	359929	360001	8.11	SeaLevel__01250m.raw	99.98	0.02	1	0
1500	359989	360001	8.35	SeaLevel__01500m.raw	100.00	0.00	1	0
1750	360001	360001	9.16	SeaLevel__01750m.raw	100.00	0.00	1	0
2000	360001	360001	8.56	SeaLevel__02000m.raw	100.00	0.00	1	0
2250	360001	360001	7.96	SeaLevel__02250m.raw	100.00	0.00	1	0
2500	360001	360001	8.91	SeaLevel__02500m.raw	100.00	0.00	1	0
2750	360001	360001	8.26	SeaLevel__02750m.raw	100.00	0.00	1	0
3000	360001	360001	8.1	SeaLevel__03000m.raw	100.00	0.00	1	0
