Sea level (m)	Points changed	Points total	Processing time (s)	Output filename	Water area (%)	Land area (%)	Errors (-)	Errors (+)
0	149124	360001	7.76	SeaLevel__00000m.raw	41.42	58.58	1	0
5	151151	360001	7.45	SeaLevel__00005m.raw	41.99	58.01	1	0
10	151511	360001	7.46	SeaLevel__00010m.raw	42.09	57.91	1	0
15	152027	360001	7.76	SeaLevel__00015m.raw	42.23	57.77	1	0
20	152368	360001	7.45	SeaLevel__00020m.raw	42.32	57.68	1	0
25	152829	360001	7.46	SeaLevel__00025m.raw	42.45	57.55	1	0
30	153121	360001	7.48	SeaLevel__00030m.raw	42.53	57.47	1	0
35	153533	360001	7.72	SeaLevel__00035m.raw	42.65	57.35	1	0
40	154050	360001	7.47	SeaLevel__00040m.raw	42.79	57.21	1	0
45	154704	360001	7.47	SeaLevel__00045m.raw	42.97	57.03	1	0
50	155057	360001	7.46	SeaLevel__00050m.raw	43.07	56.93	1	0
55	155626	360001	7.69	SeaLevel__00055m.raw	43.23	56.77	1	0
60	156135	360001	7.47	SeaLevel__00060m.raw	43.37	56.63	1	0
65	156950	360001	7.45	SeaLevel__00065m.raw	43.60	56.40	1	0
70	157576	360001	7.49	SeaLevel__00070m.raw	43.77	56.23	1	0
75	158642	360001	7.66	SeaLevel__00075m.raw	44.07	55.93	1	0
80	159566	360001	7.48	SeaLevel__00080m.raw	44.32	55.68	1	0
85	160671	360001	7.46	SeaLevel__00085m.raw	44.63	55.37	1	0
90	161268	360001	7.47	SeaLevel__00090m.raw	44.80	55.20	1	0
95	162026	360001	7.66	SeaLevel__00095m.raw	45.01	54.99	1	0
100	162563	360001	7.48	SeaLevel__00100m.raw	45.16	54.84	1	0
105	163431	360001	7.47	SeaLevel__00105m.raw	45.40	54.60	1	0
110	164023	360001	7.47	SeaLevel__00110m.raw	45.56	54.44	1	0
115	164943	360001	7.75	SeaLevel__00115m.raw	45.82	54.18	1	0
120	165619	360001	7.47	SeaLevel__00120m.raw	46.01	53.99	1	0
125	166659	360001	7.45	SeaLevel__00125m.raw	46.29	53.71	1	0
130	167423	360001	7.49	SeaLevel__00130m.raw	46.51	53.49	1	0
135	168673	360001	7.73	SeaLevel__00135m.raw	46.85	53.15	1	0
140	169554	360001	7.45	SeaLevel__00140m.raw	47.10	52.90	1	0
145	171058	360001	7.48	SeaLevel__00145m.raw	47.52	52.48	1	0
150	172386	360001	7.46	SeaLevel__00150m.raw	47.88	52.12	1	0
155	176503	360001	7.8	SeaLevel__00155m.raw	49.03	50.97	1	0
160	177563	360001	7.47	SeaLevel__00160m.raw	49.32	50.68	1	0
165	178663	360001	7.49	SeaLevel__00165m.raw	49.63	50.37	1	0
170	179270	360001	7.51	SeaLevel__00170m.raw	49.80	50.20	1	0
175	180125	360001	7.84	SeaLevel__00175m.raw	50.03	49.97	1	0
180	180627	360001	7.49	SeaLevel__00180m.raw	50.17	49.83	1	0
185	181366	360001	7.45	SeaLevel__00185m.raw	50.38	49.62	1	0
190	181879	360001	7.69	SeaLevel__00190m.raw	50.52	49.48	1	0
195	182603	360001	7.87	SeaLevel__00195m.raw	50.72	49.28	1	0
200	183089	360001	7.52	SeaLevel__00200m.raw	50.86	49.14	1	0
