Sea level (m)	Points changed	Points total	Processing time (s)	Output filename	Water area (%)	Land area (%)	Errors (-)	Errors (+)
250	358352	360001	7.9	SeaLevel__00250m.raw	99.54	0.46	1	0
500	359123	360001	8.54	SeaLevel__00500m.raw	99.76	0.24	1	0
750	359494	360001	8.18	SeaLevel__00750m.raw	99.86	0.14	1	0
1000	359667	360001	8.31	SeaLevel__01000m.raw	99.91	0.09	1	0
1250	359775	360001	7.75	SeaLevel__01250m.raw	99.94	0.06	1	0
1500	359872	360001	8.41	SeaLevel__01500m.raw	99.96	0.04	1	0
1750	359948	360001	7.73	SeaLevel__01750m.raw	99.99	0.01	1	0
2000	359993	360001	7.7	SeaLevel__02000m.raw	100.00	0.00	1	0
2250	360001	360001	7.82	SeaLevel__02250m.raw	100.00	0.00	1	0
2500	360001	360001	8.1	SeaLevel__02500m.raw	100.00	0.00	1	0
2750	360001	360001	7.83	SeaLevel__02750m.raw	100.00	0.00	1	0
3000	360001	360001	8.16	SeaLevel__03000m.raw	100.00	0.00	1	0
