Sea level (m)	Points changed	Points total	Processing time (s)	Output filename	Water area (%)	Land area (%)	Errors (-)	Errors (+)
0	115219	360001	7.64	SeaLevel__00000m.raw	32.01	67.99	1	0
5	163205	360001	7.5	SeaLevel__00005m.raw	45.33	54.67	1	0
10	164665	360001	7.87	SeaLevel__00010m.raw	45.74	54.26	1	0
15	166446	360001	7.5	SeaLevel__00015m.raw	46.23	53.77	1	0
20	167458	360001	7.48	SeaLevel__00020m.raw	46.52	53.48	1	0
25	168764	360001	7.5	SeaLevel__00025m.raw	46.88	53.12	1	0
30	169559	360001	7.71	SeaLevel__00030m.raw	47.10	52.90	1	0
35	170646	360001	7.49	SeaLevel__00035m.raw	47.40	52.60	1	0
40	171339	360001	7.5	SeaLevel__00040m.raw	47.59	52.41	1	0
45	172332	360001	7.54	SeaLevel__00045m.raw	47.87	52.13	1	0
50	172986	360001	7.73	SeaLevel__00050m.raw	48.05	51.95	1	0
55	173900	360001	7.53	SeaLevel__00055m.raw	48.31	51.69	1	0
60	174510	360001	7.53	SeaLevel__00060m.raw	48.47	51.53	1	0
65	175383	360001	7.51	SeaLevel__00065m.raw	48.72	51.28	1	0
70	175944	360001	7.72	SeaLevel__00070m.raw	48.87	51.13	1	0
75	176727	360001	7.51	SeaLevel__00075m.raw	49.09	50.91	1	0
80	177260	360001	7.56	SeaLevel__00080m.raw	49.24	50.76	1	0
85	178020	360001	7.54	SeaLevel__00085m.raw	49.45	50.55	1	0
90	178532	360001	7.8	SeaLevel__00090m.raw	49.59	50.41	1	0
95	179289	360001	7.49	SeaLevel__00095m.raw	49.80	50.20	1	0
100	179787	360001	7.5	SeaLevel__00100m.raw	49.94	50.06	1	0
105	180527	360001	7.58	SeaLevel__00105m.raw	50.15	49.85	1	0
110	181000	360001	7.87	SeaLevel__00110m.raw	50.28	49.72	1	0
115	181742	360001	7.53	SeaLevel__00115m.raw	50.48	49.52	1	0
120	182246	360001	7.49	SeaLevel__00120m.raw	50.62	49.38	1	0
125	183002	360001	7.56	SeaLevel__00125m.raw	50.83	49.17	1	0
130	183496	360001	7.84	SeaLevel__00130m.raw	50.97	49.03	1	0
135	184265	360001	7.51	SeaLevel__00135m.raw	51.18	48.82	1	0
140	184773	360001	7.51	SeaLevel__00140m.raw	51.33	48.67	1	0
145	185570	360001	7.51	SeaLevel__00145m.raw	51.55	48.45	1	0
150	186113	360001	7.73	SeaLevel__00150m.raw	51.70	48.30	1	0
155	186917	360001	7.48	SeaLevel__00155m.raw	51.92	48.08	1	0
160	187463	360001	7.46	SeaLevel__00160m.raw	52.07	47.93	1	0
165	188308	360001	7.5	SeaLevel__00165m.raw	52.31	47.69	1	0
170	188886	360001	7.79	SeaLevel__00170m.raw	52.47	47.53	1	0
175	189775	360001	7.47	SeaLevel__00175m.raw	52.72	47.28	1	0
180	190404	360001	7.5	SeaLevel__00180m.raw	52.89	47.11	1	0
185	191435	360001	7.52	SeaLevel__00185m.raw	53.18	46.82	1	0
190	192210	360001	7.86	SeaLevel__00190m.raw	53.39	46.61	1	0
195	193537	360001	7.5	SeaLevel__00195m.raw	53.76	46.24	1	0
200	195387	360001	7.49	SeaLevel__00200m.raw	54.27	45.73	1	0
