Sea level (m)	Points changed	Points total	Processing time (s)	Output filename	Water area (%)	Land area (%)	Errors (-)	Errors (+)
250	208414	360001	8.15	SeaLevel__00250m.raw	57.89	42.11	1	0
500	246721	360001	7.8	SeaLevel__00500m.raw	68.53	31.47	1	0
750	264714	360001	7.65	SeaLevel__00750m.raw	73.53	26.47	1	0
1000	276270	360001	8.03	SeaLevel__01000m.raw	76.74	23.26	1	0
1250	283211	360001	7.69	SeaLevel__01250m.raw	78.67	21.33	1	0
1500	287258	360001	7.63	SeaLevel__01500m.raw	79.79	20.21	1	0
1750	289962	360001	7.62	SeaLevel__01750m.raw	80.54	19.46	1	0
2000	293361	360001	8.02	SeaLevel__02000m.raw	81.49	18.51	1	0
2250	297243	360001	7.71	SeaLevel__02250m.raw	82.57	17.43	1	0
2500	305206	360001	7.64	SeaLevel__02500m.raw	84.78	15.22	1	0
2750	314155	360001	7.62	SeaLevel__02750m.raw	87.27	12.73	1	0
3000	352247	360001	8.02	SeaLevel__03000m.raw	97.85	2.15	1	0
