Sea level (m)	Points changed	Points total	Processing time (s)	Output filename	Water area (%)	Land area (%)	Errors (-)	Errors (+)
0	334632	360001	7.6	SeaLevel__00000m.raw	92.95	7.05	1	0
5	335018	360001	7.67	SeaLevel__00005m.raw	93.06	6.94	1	0
10	335106	360001	7.59	SeaLevel__00010m.raw	93.08	6.92	1	0
15	335216	360001	7.85	SeaLevel__00015m.raw	93.12	6.88	1	0
20	335269	360001	7.85	SeaLevel__00020m.raw	93.13	6.87	1	0
25	335323	360001	8.18	SeaLevel__00025m.raw	93.15	6.85	1	0
30	335368	360001	7.94	SeaLevel__00030m.raw	93.16	6.84	1	0
35	335425	360001	8.47	SeaLevel__00035m.raw	93.17	6.83	1	0
40	335456	360001	7.61	SeaLevel__00040m.raw	93.18	6.82	1	0
45	335503	360001	7.89	SeaLevel__00045m.raw	93.20	6.80	1	0
50	335550	360001	7.55	SeaLevel__00050m.raw	93.21	6.79	1	0
55	335597	360001	7.84	SeaLevel__00055m.raw	93.22	6.78	1	0
60	335622	360001	7.53	SeaLevel__00060m.raw	93.23	6.77	1	0
65	335663	360001	7.54	SeaLevel__00065m.raw	93.24	6.76	1	0
70	335684	360001	7.56	SeaLevel__00070m.raw	93.25	6.75	1	0
75	335712	360001	7.83	SeaLevel__00075m.raw	93.25	6.75	1	0
80	335741	360001	7.61	SeaLevel__00080m.raw	93.26	6.74	1	0
85	335784	360001	7.58	SeaLevel__00085m.raw	93.27	6.73	1	0
90	335809	360001	7.53	SeaLevel__00090m.raw	93.28	6.72	1	0
95	335843	360001	7.88	SeaLevel__00095m.raw	93.29	6.71	1	0
100	335873	360001	7.59	SeaLevel__00100m.raw	93.30	6.70	1	0
105	335918	360001	7.56	SeaLevel__00105m.raw	93.31	6.69	1	0
110	335948	360001	7.53	SeaLevel__00110m.raw	93.32	6.68	1	0
115	335986	360001	7.86	SeaLevel__00115m.raw	93.33	6.67	1	0
120	336016	360001	7.59	SeaLevel__00120m.raw	93.34	6.66	1	0
125	336083	360001	7.55	SeaLevel__00125m.raw	93.36	6.64	1	0
130	336113	360001	7.52	SeaLevel__00130m.raw	93.36	6.64	1	0
135	336169	360001	7.86	SeaLevel__00135m.raw	93.38	6.62	1	0
140	336194	360001	7.53	SeaLevel__00140m.raw	93.39	6.61	1	0
145	336241	360001	7.59	SeaLevel__00145m.raw	93.40	6.60	1	0
150	336275	360001	7.53	SeaLevel__00150m.raw	93.41	6.59	1	0
155	336333	360001	7.96	SeaLevel__00155m.raw	93.43	6.57	1	0
160	336377	360001	7.57	SeaLevel__00160m.raw	93.44	6.56	1	0
165	336431	360001	7.59	SeaLevel__00165m.raw	93.45	6.55	1	0
170	336459	360001	7.57	SeaLevel__00170m.raw	93.46	6.54	1	0
175	336536	360001	8.09	SeaLevel__00175m.raw	93.48	6.52	1	0
180	336572	360001	7.56	SeaLevel__00180m.raw	93.49	6.51	1	0
185	336626	360001	7.54	SeaLevel__00185m.raw	93.51	6.49	1	0
190	336661	360001	7.56	SeaLevel__00190m.raw	93.52	6.48	1	0
195	336718	360001	7.91	SeaLevel__00195m.raw	93.53	6.47	1	0
200	336757	360001	7.57	SeaLevel__00200m.raw	93.54	6.46	1	0
