Sea level (m)	Points changed	Points total	Processing time (s)	Output filename	Water area (%)	Land area (%)	Errors (-)	Errors (+)
250	220991	360001	7.54	SeaLevel__00250m.raw	61.39	38.61	1	0
500	277840	360001	7.58	SeaLevel__00500m.raw	77.18	22.82	1	0
750	314606	360001	7.63	SeaLevel__00750m.raw	87.39	12.61	1	0
1000	334041	360001	8.11	SeaLevel__01000m.raw	92.79	7.21	1	0
1250	345781	360001	7.61	SeaLevel__01250m.raw	96.05	3.95	1	0
1500	351191	360001	7.6	SeaLevel__01500m.raw	97.55	2.45	1	0
1750	353950	360001	7.65	SeaLevel__01750m.raw	98.32	1.68	1	0
2000	355834	360001	7.97	SeaLevel__02000m.raw	98.84	1.16	1	0
2250	357407	360001	7.6	SeaLevel__02250m.raw	99.28	0.72	1	0
2500	358623	360001	7.6	SeaLevel__02500m.raw	99.62	0.38	1	0
2750	359407	360001	7.69	SeaLevel__02750m.raw	99.84	0.16	1	0
3000	359769	360001	7.96	SeaLevel__03000m.raw	99.94	0.06	1	0
