Sea level (m)	Points changed	Points total	Processing time (s)	Output filename	Water area (%)	Land area (%)	Errors (-)	Errors (+)
250	228214	360001	7.6	SeaLevel__00250m.raw	63.39	36.61	1	0
500	266827	360001	7.58	SeaLevel__00500m.raw	74.12	25.88	1	0
750	296456	360001	7.56	SeaLevel__00750m.raw	82.35	17.65	1	0
1000	323791	360001	7.92	SeaLevel__01000m.raw	89.94	10.06	1	0
1250	343347	360001	7.65	SeaLevel__01250m.raw	95.37	4.63	1	0
1500	353393	360001	7.59	SeaLevel__01500m.raw	98.16	1.84	1	0
1750	357769	360001	7.63	SeaLevel__01750m.raw	99.38	0.62	1	0
2000	359402	360001	7.94	SeaLevel__02000m.raw	99.83	0.17	1	0
2250	359852	360001	7.58	SeaLevel__02250m.raw	99.96	0.04	1	0
2500	359978	360001	7.62	SeaLevel__02500m.raw	99.99	0.01	1	0
2750	359998	360001	7.57	SeaLevel__02750m.raw	100.00	0.00	1	0
3000	359999	360001	7.96	SeaLevel__03000m.raw	100.00	0.00	1	0
