Sea level (m)	Points changed	Points total	Processing time (s)	Output filename	Water area (%)	Land area (%)	Errors (-)	Errors (+)
250	64031	360001	8.22	SeaLevel__00250m.raw	17.79	82.21	1	0
500	73939	360001	8.29	SeaLevel__00500m.raw	20.54	79.46	1	0
750	84599	360001	8.2	SeaLevel__00750m.raw	23.50	76.50	1	0
1000	111587	360001	8.05	SeaLevel__01000m.raw	31.00	69.00	1	0
1250	143500	360001	8.15	SeaLevel__01250m.raw	39.86	60.14	1	0
1500	179560	360001	8.17	SeaLevel__01500m.raw	49.88	50.12	1	0
1750	209557	360001	8.75	SeaLevel__01750m.raw	58.21	41.79	1	0
2000	261273	360001	8.09	SeaLevel__02000m.raw	72.58	27.42	1	0
2250	299118	360001	8.74	SeaLevel__02250m.raw	83.09	16.91	1	0
2500	315736	360001	8.41	SeaLevel__02500m.raw	87.70	12.30	1	0
2750	346114	360001	8	SeaLevel__02750m.raw	96.14	3.86	1	0
3000	359869	360001	7.69	SeaLevel__03000m.raw	99.96	0.04	1	0
