Sea level (m)	Points changed	Points total	Processing time (s)	Output filename	Water area (%)	Land area (%)	Errors (-)	Errors (+)
250	152394	360001	7.99	SeaLevel__00250m.raw	42.33	57.67	1	0
500	168864	360001	7.99	SeaLevel__00500m.raw	46.91	53.09	1	0
750	189337	360001	7.65	SeaLevel__00750m.raw	52.59	47.41	1	0
1000	206597	360001	8.02	SeaLevel__01000m.raw	57.39	42.61	1	0
1250	220488	360001	7.99	SeaLevel__01250m.raw	61.25	38.75	1	0
1500	233527	360001	8.52	SeaLevel__01500m.raw	64.87	35.13	1	0
1750	250004	360001	8.19	SeaLevel__01750m.raw	69.45	30.55	1	0
2000	269155	360001	9.27	SeaLevel__02000m.raw	74.77	25.23	1	0
2250	288124	360001	7.86	SeaLevel__02250m.raw	80.03	19.97	1	0
2500	304432	360001	8.37	SeaLevel__02500m.raw	84.56	15.44	1	0
2750	320801	360001	8.21	SeaLevel__02750m.raw	89.11	10.89	1	0
3000	339653	360001	7.98	SeaLevel__03000m.raw	94.35	5.65	1	0
