Sea level (m)	Points changed	Points total	Processing time (s)	Output filename	Water area (%)	Land area (%)	Errors (-)	Errors (+)
250	309773	360001	7.56	SeaLevel__00250m.raw	86.05	13.95	1	0
500	326787	360001	7.62	SeaLevel__00500m.raw	90.77	9.23	1	0
750	339042	360001	7.61	SeaLevel__00750m.raw	94.18	5.82	1	0
1000	348297	360001	8.07	SeaLevel__01000m.raw	96.75	3.25	1	0
1250	353828	360001	7.63	SeaLevel__01250m.raw	98.29	1.71	1	0
1500	356743	360001	7.63	SeaLevel__01500m.raw	99.10	0.90	1	0
1750	358503	360001	7.58	SeaLevel__01750m.raw	99.58	0.42	1	0
2000	359264	360001	7.94	SeaLevel__02000m.raw	99.80	0.20	1	0
2250	359701	360001	7.68	SeaLevel__02250m.raw	99.92	0.08	1	0
2500	359912	360001	7.62	SeaLevel__02500m.raw	99.98	0.02	1	0
2750	359980	360001	7.61	SeaLevel__02750m.raw	99.99	0.01	1	0
3000	360000	360001	7.95	SeaLevel__03000m.raw	100.00	0.00	1	0
