Sea level (m)	Points changed	Points total	Processing time (s)	Output filename	Water area (%)	Land area (%)	Errors (-)	Errors (+)
250	265031	360001	8.71	SeaLevel__00250m.raw	73.62	26.38	1	0
500	267528	360001	7.94	SeaLevel__00500m.raw	74.31	25.69	1	0
750	268728	360001	8.52	SeaLevel__00750m.raw	74.65	25.35	1	0
1000	269954	360001	8.28	SeaLevel__01000m.raw	74.99	25.01	1	0
1250	271604	360001	8.1	SeaLevel__01250m.raw	75.45	24.55	1	0
1500	273505	360001	8.04	SeaLevel__01500m.raw	75.97	24.03	1	0
1750	275113	360001	9.12	SeaLevel__01750m.raw	76.42	23.58	1	0
2000	278076	360001	8.83	SeaLevel__02000m.raw	77.24	22.76	1	0
2250	281202	360001	8.99	SeaLevel__02250m.raw	78.11	21.89	1	0
2500	287083	360001	8.4	SeaLevel__02500m.raw	79.75	20.25	1	0
2750	298840	360001	8.29	SeaLevel__02750m.raw	83.01	16.99	1	0
3000	336111	360001	8.01	SeaLevel__03000m.raw	93.36	6.64	1	0
