Sea level (m)	Points changed	Points total	Processing time (s)	Output filename	Water area (%)	Land area (%)	Errors (-)	Errors (+)
250	85855	360001	8.82	SeaLevel__00250m.raw	23.85	76.15	1	0
500	104962	360001	8.12	SeaLevel__00500m.raw	29.16	70.84	1	0
750	140767	360001	8.2	SeaLevel__00750m.raw	39.10	60.90	1	0
1000	179553	360001	7.97	SeaLevel__01000m.raw	49.88	50.12	1	0
1250	204146	360001	8.21	SeaLevel__01250m.raw	56.71	43.29	1	0
1500	227089	360001	8.18	SeaLevel__01500m.raw	63.08	36.92	1	0
1750	252710	360001	8.21	SeaLevel__01750m.raw	70.20	29.80	1	0
2000	268559	360001	8.38	SeaLevel__02000m.raw	74.60	25.40	1	0
2250	287604	360001	8.38	SeaLevel__02250m.raw	79.89	20.11	1	0
2500	299229	360001	7.88	SeaLevel__02500m.raw	83.12	16.88	1	0
2750	313201	360001	8.16	SeaLevel__02750m.raw	87.00	13.00	1	0
3000	359168	360001	8.07	SeaLevel__03000m.raw	99.77	0.23	1	0
