Sea level (m)	Points changed	Points total	Processing time (s)	Output filename	Water area (%)	Land area (%)	Errors (-)	Errors (+)
0	347904	360001	7.92	SeaLevel__00000m.raw	96.64	3.36	1	0
5	348529	360001	7.54	SeaLevel__00005m.raw	96.81	3.19	1	0
10	348701	360001	7.53	SeaLevel__00010m.raw	96.86	3.14	1	0
15	348941	360001	7.53	SeaLevel__00015m.raw	96.93	3.07	1	0
20	349057	360001	7.81	SeaLevel__00020m.raw	96.96	3.04	1	0
25	349251	360001	7.51	SeaLevel__00025m.raw	97.01	2.99	1	0
30	349360	360001	7.52	SeaLevel__00030m.raw	97.04	2.96	1	0
35	349536	360001	7.49	SeaLevel__00035m.raw	97.09	2.91	1	0
40	349655	360001	7.78	SeaLevel__00040m.raw	97.13	2.87	1	0
45	349806	360001	7.57	SeaLevel__00045m.raw	97.17	2.83	1	0
50	349897	360001	7.51	SeaLevel__00050m.raw	97.19	2.81	1	0
55	350035	360001	7.5	SeaLevel__00055m.raw	97.23	2.77	1	0
60	350127	360001	8	SeaLevel__00060m.raw	97.26	2.74	1	0
65	350252	360001	7.5	SeaLevel__00065m.raw	97.29	2.71	1	0
70	350352	360001	7.52	SeaLevel__00070m.raw	97.32	2.68	1	0
75	350496	360001	7.51	SeaLevel__00075m.raw	97.36	2.64	1	0
80	350694	360001	7.76	SeaLevel__00080m.raw	97.41	2.59	1	0
85	350885	360001	7.52	SeaLevel__00085m.raw	97.47	2.53	1	0
90	350959	360001	7.52	SeaLevel__00090m.raw	97.49	2.51	1	0
95	351063	360001	7.55	SeaLevel__00095m.raw	97.52	2.48	1	0
100	351117	360001	7.73	SeaLevel__00100m.raw	97.53	2.47	1	0
105	351226	360001	7.57	SeaLevel__00105m.raw	97.56	2.44	1	0
110	351291	360001	7.58	SeaLevel__00110m.raw	97.58	2.42	1	0
115	351393	360001	7.6	SeaLevel__00115m.raw	97.61	2.39	1	0
120	351467	360001	7.88	SeaLevel__00120m.raw	97.63	2.37	1	0
125	351573	360001	7.58	SeaLevel__00125m.raw	97.66	2.34	1	0
130	351651	360001	7.54	SeaLevel__00130m.raw	97.68	2.32	1	0
135	351773	360001	7.61	SeaLevel__00135m.raw	97.71	2.29	1	0
140	351864	360001	7.79	SeaLevel__00140m.raw	97.74	2.26	1	0
145	352050	360001	7.56	SeaLevel__00145m.raw	97.79	2.21	1	0
150	352232	360001	7.56	SeaLevel__00150m.raw	97.84	2.16	1	0
155	352868	360001	7.6	SeaLevel__00155m.raw	98.02	1.98	1	0
160	353140	360001	7.92	SeaLevel__00160m.raw	98.09	1.91	1	0
165	353405	360001	7.57	SeaLevel__00165m.raw	98.17	1.83	1	0
170	353525	360001	7.61	SeaLevel__00170m.raw	98.20	1.80	1	0
175	353692	360001	7.6	SeaLevel__00175m.raw	98.25	1.75	1	0
180	353789	360001	7.96	SeaLevel__00180m.raw	98.27	1.73	1	0
185	353903	360001	7.54	SeaLevel__00185m.raw	98.31	1.69	1	0
190	353993	360001	7.55	SeaLevel__00190m.raw	98.33	1.67	1	0
195	354113	360001	7.59	SeaLevel__00195m.raw	98.36	1.64	1	0
200	354192	360001	7.93	SeaLevel__00200m.raw	98.39	1.61	1	0
