Sea level (m)	Points changed	Points total	Processing time (s)	Output filename	Water area (%)	Land area (%)	Errors (-)	Errors (+)
250	355130	360001	8.04	SeaLevel__00250m.raw	98.65	1.35	1	0
500	359525	360001	7.71	SeaLevel__00500m.raw	99.87	0.13	1	0
750	359964	360001	7.68	SeaLevel__00750m.raw	99.99	0.01	1	0
1000	360001	360001	8.25	SeaLevel__01000m.raw	100.00	0.00	1	0
1250	360001	360001	8.15	SeaLevel__01250m.raw	100.00	0.00	1	0
1500	360001	360001	8.02	SeaLevel__01500m.raw	100.00	0.00	1	0
1750	360001	360001	7.87	SeaLevel__01750m.raw	100.00	0.00	1	0
2000	360001	360001	8.7	SeaLevel__02000m.raw	100.00	0.00	1	0
2250	360001	360001	8.17	SeaLevel__02250m.raw	100.00	0.00	1	0
2500	360001	360001	7.83	SeaLevel__02500m.raw	100.00	0.00	1	0
2750	360001	360001	7.99	SeaLevel__02750m.raw	100.00	0.00	1	0
3000	360001	360001	8.57	SeaLevel__03000m.raw	100.00	0.00	1	0
