Sea level (m)	Points changed	Points total	Processing time (s)	Output filename	Water area (%)	Land area (%)	Errors (-)	Errors (+)
250	161772	360001	7.63	SeaLevel__00250m.raw	44.94	55.06	1	0
500	327814	360001	8.41	SeaLevel__00500m.raw	91.06	8.94	1	0
750	355873	360001	8.1	SeaLevel__00750m.raw	98.85	1.15	1	0
1000	359127	360001	7.89	SeaLevel__01000m.raw	99.76	0.24	1	0
1250	359775	360001	7.82	SeaLevel__01250m.raw	99.94	0.06	1	0
1500	359953	360001	8.31	SeaLevel__01500m.raw	99.99	0.01	1	0
1750	359997	360001	7.9	SeaLevel__01750m.raw	100.00	0.00	1	0
2000	360001	360001	8.12	SeaLevel__02000m.raw	100.00	0.00	1	0
2250	360001	360001	7.88	SeaLevel__02250m.raw	100.00	0.00	1	0
2500	360001	360001	8.92	SeaLevel__02500m.raw	100.00	0.00	1	0
2750	360001	360001	8.49	SeaLevel__02750m.raw	100.00	0.00	1	0
3000	360001	360001	8.16	SeaLevel__03000m.raw	100.00	0.00	1	0
