Sea level (m)	Points changed	Points total	Processing time (s)	Output filename	Water area (%)	Land area (%)	Errors (-)	Errors (+)
250	318071	360001	8.23	SeaLevel__00250m.raw	88.35	11.65	1	0
500	328176	360001	8.78	SeaLevel__00500m.raw	91.16	8.84	1	0
750	334818	360001	7.72	SeaLevel__00750m.raw	93.00	7.00	1	0
1000	340076	360001	8.28	SeaLevel__01000m.raw	94.47	5.53	1	0
1250	344459	360001	8.72	SeaLevel__01250m.raw	95.68	4.32	1	0
1500	347845	360001	7.89	SeaLevel__01500m.raw	96.62	3.38	1	0
1750	350747	360001	7.72	SeaLevel__01750m.raw	97.43	2.57	1	0
2000	353206	360001	7.77	SeaLevel__02000m.raw	98.11	1.89	1	0
2250	355484	360001	8.28	SeaLevel__02250m.raw	98.75	1.25	1	0
2500	357583	360001	8.01	SeaLevel__02500m.raw	99.33	0.67	1	0
2750	359025	360001	7.98	SeaLevel__02750m.raw	99.73	0.27	1	0
3000	359603	360001	8.4	SeaLevel__03000m.raw	99.89	0.11	1	0
