Sea level (m)	Points changed	Points total	Processing time (s)	Output filename	Water area (%)	Land area (%)	Errors (-)	Errors (+)
250	357137	360001	7.55	SeaLevel__00250m.raw	99.20	0.80	1	0
500	358494	360001	7.61	SeaLevel__00500m.raw	99.58	0.42	1	0
750	359392	360001	7.57	SeaLevel__00750m.raw	99.83	0.17	1	0
1000	359979	360001	7.96	SeaLevel__01000m.raw	99.99	0.01	1	0
1250	360001	360001	7.6	SeaLevel__01250m.raw	100.00	0.00	1	0
1500	360001	360001	7.58	SeaLevel__01500m.raw	100.00	0.00	1	0
1750	360001	360001	7.6	SeaLevel__01750m.raw	100.00	0.00	1	0
2000	360001	360001	7.94	SeaLevel__02000m.raw	100.00	0.00	1	0
2250	360001	360001	7.66	SeaLevel__02250m.raw	100.00	0.00	1	0
2500	360001	360001	7.61	SeaLevel__02500m.raw	100.00	0.00	1	0
2750	360001	360001	7.58	SeaLevel__02750m.raw	100.00	0.00	1	0
3000	360001	360001	7.94	SeaLevel__03000m.raw	100.00	0.00	1	0
