Sea level (m)	Points changed	Points total	Processing time (s)	Output filename	Water area (%)	Land area (%)	Errors (-)	Errors (+)
0	340298	360001	7.84	SeaLevel__00000m.raw	94.53	5.47	1	0
5	340471	360001	7.61	SeaLevel__00005m.raw	94.58	5.42	1	0
10	340577	360001	8.11	SeaLevel__00010m.raw	94.60	5.40	1	0
15	340755	360001	7.58	SeaLevel__00015m.raw	94.65	5.35	1	0
20	340842	360001	7.59	SeaLevel__00020m.raw	94.68	5.32	1	0
25	340974	360001	7.62	SeaLevel__00025m.raw	94.71	5.29	1	0
30	341046	360001	7.85	SeaLevel__00030m.raw	94.73	5.27	1	0
35	341167	360001	7.61	SeaLevel__00035m.raw	94.77	5.23	1	0
40	341288	360001	7.61	SeaLevel__00040m.raw	94.80	5.20	1	0
45	341437	360001	7.63	SeaLevel__00045m.raw	94.84	5.16	1	0
50	341532	360001	7.85	SeaLevel__00050m.raw	94.87	5.13	1	0
55	341635	360001	7.59	SeaLevel__00055m.raw	94.90	5.10	1	0
60	341690	360001	7.62	SeaLevel__00060m.raw	94.91	5.09	1	0
65	341797	360001	7.61	SeaLevel__00065m.raw	94.94	5.06	1	0
70	341888	360001	7.87	SeaLevel__00070m.raw	94.97	5.03	1	0
75	342005	360001	7.61	SeaLevel__00075m.raw	95.00	5.00	1	0
80	342078	360001	7.57	SeaLevel__00080m.raw	95.02	4.98	1	0
85	342168	360001	7.81	SeaLevel__00085m.raw	95.05	4.95	1	0
90	342218	360001	7.88	SeaLevel__00090m.raw	95.06	4.94	1	0
95	342319	360001	7.62	SeaLevel__00095m.raw	95.09	4.91	1	0
100	342388	360001	7.59	SeaLevel__00100m.raw	95.11	4.89	1	0
105	342532	360001	7.85	SeaLevel__00105m.raw	95.15	4.85	1	0
110	342610	360001	7.87	SeaLevel__00110m.raw	95.17	4.83	1	0
115	342713	360001	7.62	SeaLevel__00115m.raw	95.20	4.80	1	0
120	342785	360001	7.63	SeaLevel__00120m.raw	95.22	4.78	1	0
125	342912	360001	7.66	SeaLevel__00125m.raw	95.25	4.75	1	0
130	342994	360001	7.91	SeaLevel__00130m.raw	95.28	4.72	1	0
135	343130	360001	7.63	SeaLevel__00135m.raw	95.31	4.69	1	0
140	343206	360001	7.66	SeaLevel__00140m.raw	95.33	4.67	1	0
145	343320	360001	7.62	SeaLevel__00145m.raw	95.37	4.63	1	0
150	343400	360001	7.97	SeaLevel__00150m.raw	95.39	4.61	1	0
155	343524	360001	8.12	SeaLevel__00155m.raw	95.42	4.58	1	0
160	343624	360001	8.43	SeaLevel__00160m.raw	95.45	4.55	1	0
165	343793	360001	7.77	SeaLevel__00165m.raw	95.50	4.50	1	0
170	343903	360001	8.03	SeaLevel__00170m.raw	95.53	4.47	1	0
175	344027	360001	7.57	SeaLevel__00175m.raw	95.56	4.44	1	0
180	344109	360001	7.66	SeaLevel__00180m.raw	95.59	4.41	1	0
185	344241	360001	7.61	SeaLevel__00185m.raw	95.62	4.38	1	0
190	344344	360001	7.94	SeaLevel__00190m.raw	95.65	4.35	1	0
195	344545	360001	7.6	SeaLevel__00195m.raw	95.71	4.29	1	0
200	344659	360001	7.65	SeaLevel__00200m.raw	95.74	4.26	1	0
