Sea level (m)	Points changed	Points total	Processing time (s)	Output filename	Water area (%)	Land area (%)	Errors (-)	Errors (+)
250	359885	360001	7.62	SeaLevel__00250m.raw	99.97	0.03	1	0
500	359939	360001	8.82	SeaLevel__00500m.raw	99.98	0.02	1	0
750	359988	360001	7.78	SeaLevel__00750m.raw	100.00	0.00	1	0
1000	359998	360001	8.14	SeaLevel__01000m.raw	100.00	0.00	1	0
1250	360000	360001	7.78	SeaLevel__01250m.raw	100.00	0.00	1	0
1500	360001	360001	8.01	SeaLevel__01500m.raw	100.00	0.00	1	0
1750	360001	360001	7.83	SeaLevel__01750m.raw	100.00	0.00	1	0
2000	360001	360001	8.2	SeaLevel__02000m.raw	100.00	0.00	1	0
2250	360001	360001	8.16	SeaLevel__02250m.raw	100.00	0.00	1	0
2500	360001	360001	9.8	SeaLevel__02500m.raw	100.00	0.00	1	0
2750	360001	360001	9.16	SeaLevel__02750m.raw	100.00	0.00	1	0
3000	360001	360001	8.58	SeaLevel__03000m.raw	100.00	0.00	1	0
