Sea level (m)	Points changed	Points total	Processing time (s)	Output filename	Water area (%)	Land area (%)	Errors (-)	Errors (+)
250	210413	360001	7.75	SeaLevel__00250m.raw	58.45	41.55	1	0
500	222806	360001	8.1	SeaLevel__00500m.raw	61.89	38.11	1	0
750	233432	360001	7.88	SeaLevel__00750m.raw	64.84	35.16	1	0
1000	239694	360001	7.85	SeaLevel__01000m.raw	66.58	33.42	1	0
1250	249732	360001	8.21	SeaLevel__01250m.raw	69.37	30.63	1	0
1500	265528	360001	8.19	SeaLevel__01500m.raw	73.76	26.24	1	0
1750	278426	360001	7.75	SeaLevel__01750m.raw	77.34	22.66	1	0
2000	293975	360001	8.12	SeaLevel__02000m.raw	81.66	18.34	1	0
2250	306567	360001	8.17	SeaLevel__02250m.raw	85.16	14.84	1	0
2500	320895	360001	8.06	SeaLevel__02500m.raw	89.14	10.86	1	0
2750	354571	360001	8.1	SeaLevel__02750m.raw	98.49	1.51	1	0
3000	360001	360001	7.9	SeaLevel__03000m.raw	100.00	0.00	1	0
