Sea level (m)	Points changed	Points total	Processing time (s)	Output filename	Water area (%)	Land area (%)	Errors (-)	Errors (+)
0	125067	360001	7.44	SeaLevel__00000m.raw	34.74	65.26	1	0
5	202175	360001	7.51	SeaLevel__00005m.raw	56.16	43.84	1	0
10	202540	360001	7.71	SeaLevel__00010m.raw	56.26	43.74	1	0
15	202951	360001	7.51	SeaLevel__00015m.raw	56.38	43.62	1	0
20	203146	360001	7.52	SeaLevel__00020m.raw	56.43	43.57	1	0
25	203441	360001	7.5	SeaLevel__00025m.raw	56.51	43.49	1	0
30	203595	360001	7.71	SeaLevel__00030m.raw	56.55	43.45	1	0
35	203833	360001	7.49	SeaLevel__00035m.raw	56.62	43.38	1	0
40	203995	360001	7.53	SeaLevel__00040m.raw	56.67	43.33	1	0
45	204223	360001	7.48	SeaLevel__00045m.raw	56.73	43.27	1	0
50	204356	360001	7.68	SeaLevel__00050m.raw	56.77	43.23	1	0
55	204515	360001	7.49	SeaLevel__00055m.raw	56.81	43.19	1	0
60	204657	360001	7.45	SeaLevel__00060m.raw	56.85	43.15	1	0
65	204811	360001	7.51	SeaLevel__00065m.raw	56.89	43.11	1	0
70	204920	360001	7.76	SeaLevel__00070m.raw	56.92	43.08	1	0
75	205089	360001	7.49	SeaLevel__00075m.raw	56.97	43.03	1	0
80	205204	360001	7.46	SeaLevel__00080m.raw	57.00	43.00	1	0
85	205358	360001	7.67	SeaLevel__00085m.raw	57.04	42.96	1	0
90	205452	360001	7.74	SeaLevel__00090m.raw	57.07	42.93	1	0
95	205637	360001	7.5	SeaLevel__00095m.raw	57.12	42.88	1	0
100	205763	360001	7.49	SeaLevel__00100m.raw	57.16	42.84	1	0
105	205914	360001	7.52	SeaLevel__00105m.raw	57.20	42.80	1	0
110	206020	360001	7.8	SeaLevel__00110m.raw	57.23	42.77	1	0
115	206161	360001	7.5	SeaLevel__00115m.raw	57.27	42.73	1	0
120	206271	360001	7.5	SeaLevel__00120m.raw	57.30	42.70	1	0
125	206437	360001	7.5	SeaLevel__00125m.raw	57.34	42.66	1	0
130	206526	360001	7.79	SeaLevel__00130m.raw	57.37	42.63	1	0
135	206681	360001	7.47	SeaLevel__00135m.raw	57.41	42.59	1	0
140	206787	360001	7.47	SeaLevel__00140m.raw	57.44	42.56	1	0
145	206945	360001	7.54	SeaLevel__00145m.raw	57.48	42.52	1	0
150	207045	360001	7.74	SeaLevel__00150m.raw	57.51	42.49	1	0
155	207186	360001	7.49	SeaLevel__00155m.raw	57.55	42.45	1	0
160	207290	360001	7.5	SeaLevel__00160m.raw	57.58	42.42	1	0
165	207437	360001	7.53	SeaLevel__00165m.raw	57.62	42.38	1	0
170	207567	360001	7.86	SeaLevel__00170m.raw	57.66	42.34	1	0
175	207736	360001	7.48	SeaLevel__00175m.raw	57.70	42.30	1	0
180	207843	360001	7.49	SeaLevel__00180m.raw	57.73	42.27	1	0
185	208002	360001	7.53	SeaLevel__00185m.raw	57.78	42.22	1	0
190	208113	360001	7.82	SeaLevel__00190m.raw	57.81	42.19	1	0
195	208298	360001	7.49	SeaLevel__00195m.raw	57.86	42.14	1	0
200	208443	360001	7.49	SeaLevel__00200m.raw	57.90	42.10	1	0
