Sea level (m)	Points changed	Points total	Processing time (s)	Output filename	Water area (%)	Land area (%)	Errors (-)	Errors (+)
250	261260	360001	7.92	SeaLevel__00250m.raw	72.57	27.43	1	0
500	307152	360001	7.6	SeaLevel__00500m.raw	85.32	14.68	1	0
750	340921	360001	7.63	SeaLevel__00750m.raw	94.70	5.30	1	0
1000	355547	360001	7.59	SeaLevel__01000m.raw	98.76	1.24	1	0
1250	359146	360001	7.98	SeaLevel__01250m.raw	99.76	0.24	1	0
1500	359735	360001	7.87	SeaLevel__01500m.raw	99.93	0.07	1	0
1750	359886	360001	7.62	SeaLevel__01750m.raw	99.97	0.03	1	0
2000	359930	360001	7.59	SeaLevel__02000m.raw	99.98	0.02	1	0
2250	359956	360001	7.95	SeaLevel__02250m.raw	99.99	0.01	1	0
2500	359968	360001	7.6	SeaLevel__02500m.raw	99.99	0.01	1	0
2750	359979	360001	7.61	SeaLevel__02750m.raw	99.99	0.01	1	0
3000	359989	360001	7.62	SeaLevel__03000m.raw	100.00	0.00	1	0
