Sea level (m)	Points changed	Points total	Processing time (s)	Output filename	Water area (%)	Land area (%)	Errors (-)	Errors (+)
250	334341	360001	7.6	SeaLevel__00250m.raw	92.87	7.13	1	0
500	343737	360001	7.6	SeaLevel__00500m.raw	95.48	4.52	1	0
750	349301	360001	7.59	SeaLevel__00750m.raw	97.03	2.97	1	0
1000	352673	360001	8.13	SeaLevel__01000m.raw	97.96	2.04	1	0
1250	354537	360001	7.71	SeaLevel__01250m.raw	98.48	1.52	1	0
1500	355872	360001	7.55	SeaLevel__01500m.raw	98.85	1.15	1	0
1750	356994	360001	7.62	SeaLevel__01750m.raw	99.16	0.84	1	0
2000	357622	360001	8.03	SeaLevel__02000m.raw	99.34	0.66	1	0
2250	358424	360001	7.6	SeaLevel__02250m.raw	99.56	0.44	1	0
2500	358775	360001	7.62	SeaLevel__02500m.raw	99.66	0.34	1	0
2750	359168	360001	7.58	SeaLevel__02750m.raw	99.77	0.23	1	0
3000	359487	360001	7.91	SeaLevel__03000m.raw	99.86	0.14	1	0
