Sea level (m)	Points changed	Points total	Processing time (s)	Output filename	Water area (%)	Land area (%)	Errors (-)	Errors (+)
0	347518	360001	7.83	SeaLevel__00000m.raw	96.53	3.47	1	0
5	348029	360001	7.58	SeaLevel__00005m.raw	96.67	3.33	1	0
10	348338	360001	7.54	SeaLevel__00010m.raw	96.76	3.24	1	0
15	348750	360001	7.55	SeaLevel__00015m.raw	96.87	3.13	1	0
20	348985	360001	7.9	SeaLevel__00020m.raw	96.94	3.06	1	0
25	349264	360001	7.51	SeaLevel__00025m.raw	97.02	2.98	1	0
30	349465	360001	7.53	SeaLevel__00030m.raw	97.07	2.93	1	0
35	349721	360001	7.54	SeaLevel__00035m.raw	97.14	2.86	1	0
40	349879	360001	7.95	SeaLevel__00040m.raw	97.19	2.81	1	0
45	350084	360001	7.54	SeaLevel__00045m.raw	97.25	2.75	1	0
50	350193	360001	7.57	SeaLevel__00050m.raw	97.28	2.72	1	0
55	350370	360001	7.54	SeaLevel__00055m.raw	97.32	2.68	1	0
60	350472	360001	7.83	SeaLevel__00060m.raw	97.35	2.65	1	0
65	350633	360001	7.53	SeaLevel__00065m.raw	97.40	2.60	1	0
70	350737	360001	7.55	SeaLevel__00070m.raw	97.43	2.57	1	0
75	350865	360001	7.54	SeaLevel__00075m.raw	97.46	2.54	1	0
80	350947	360001	7.74	SeaLevel__00080m.raw	97.49	2.51	1	0
85	351077	360001	7.57	SeaLevel__00085m.raw	97.52	2.48	1	0
90	351147	360001	7.53	SeaLevel__00090m.raw	97.54	2.46	1	0
95	351270	360001	7.53	SeaLevel__00095m.raw	97.57	2.43	1	0
100	351342	360001	7.75	SeaLevel__00100m.raw	97.59	2.41	1	0
105	351455	360001	7.52	SeaLevel__00105m.raw	97.63	2.37	1	0
110	351513	360001	7.6	SeaLevel__00110m.raw	97.64	2.36	1	0
115	351605	360001	7.54	SeaLevel__00115m.raw	97.67	2.33	1	0
120	351670	360001	7.8	SeaLevel__00120m.raw	97.69	2.31	1	0
125	351788	360001	7.54	SeaLevel__00125m.raw	97.72	2.28	1	0
130	351854	360001	7.57	SeaLevel__00130m.raw	97.74	2.26	1	0
135	351974	360001	7.57	SeaLevel__00135m.raw	97.77	2.23	1	0
140	352035	360001	7.82	SeaLevel__00140m.raw	97.79	2.21	1	0
145	352142	360001	7.53	SeaLevel__00145m.raw	97.82	2.18	1	0
150	352187	360001	7.56	SeaLevel__00150m.raw	97.83	2.17	1	0
155	352284	360001	7.61	SeaLevel__00155m.raw	97.86	2.14	1	0
160	352346	360001	7.92	SeaLevel__00160m.raw	97.87	2.13	1	0
165	352429	360001	7.56	SeaLevel__00165m.raw	97.90	2.10	1	0
170	352490	360001	7.53	SeaLevel__00170m.raw	97.91	2.09	1	0
175	352604	360001	7.56	SeaLevel__00175m.raw	97.95	2.05	1	0
180	352663	360001	7.87	SeaLevel__00180m.raw	97.96	2.04	1	0
185	352765	360001	7.56	SeaLevel__00185m.raw	97.99	2.01	1	0
190	352828	360001	7.54	SeaLevel__00190m.raw	98.01	1.99	1	0
195	352910	360001	7.72	SeaLevel__00195m.raw	98.03	1.97	1	0
200	352981	360001	7.85	SeaLevel__00200m.raw	98.05	1.95	1	0
