Sea level (m)	Points changed	Points total	Processing time (s)	Output filename	Water area (%)	Land area (%)	Errors (-)	Errors (+)
250	1	360001	7.47	SeaLevel__00250m.raw	0.00	100.00	1	0
500	1	360001	7.51	SeaLevel__00500m.raw	0.00	100.00	1	0
750	1	360001	7.44	SeaLevel__00750m.raw	0.00	100.00	1	0
1000	1	360001	7.81	SeaLevel__01000m.raw	0.00	100.00	1	0
1250	1	360001	7.48	SeaLevel__01250m.raw	0.00	100.00	1	0
1500	1	360001	7.71	SeaLevel__01500m.raw	0.00	100.00	1	0
1750	1	360001	7.45	SeaLevel__01750m.raw	0.00	100.00	1	0
2000	1	360001	7.78	SeaLevel__02000m.raw	0.00	100.00	1	0
2250	1	360001	7.46	SeaLevel__02250m.raw	0.00	100.00	1	0
2500	13004	360001	7.47	SeaLevel__02500m.raw	3.61	96.39	1	0
2750	93375	360001	7.51	SeaLevel__02750m.raw	25.94	74.06	1	0
3000	249995	360001	7.89	SeaLevel__03000m.raw	69.44	30.56	1	0
