Sea level (m)	Points changed	Points total	Processing time (s)	Output filename	Water area (%)	Land area (%)	Errors (-)	Errors (+)
250	130536	360001	7.66	SeaLevel__00250m.raw	36.26	63.74	1	0
500	178291	360001	7.64	SeaLevel__00500m.raw	49.53	50.47	1	0
750	214651	360001	7.87	SeaLevel__00750m.raw	59.63	40.37	1	0
1000	256812	360001	8.05	SeaLevel__01000m.raw	71.34	28.66	1	0
1250	296608	360001	7.87	SeaLevel__01250m.raw	82.39	17.61	1	0
1500	323986	360001	8.01	SeaLevel__01500m.raw	90.00	10.00	1	0
1750	345426	360001	8.42	SeaLevel__01750m.raw	95.95	4.05	1	0
2000	355447	360001	9.18	SeaLevel__02000m.raw	98.74	1.26	1	0
2250	358593	360001	8.35	SeaLevel__02250m.raw	99.61	0.39	1	0
2500	359528	360001	8.21	SeaLevel__02500m.raw	99.87	0.13	1	0
2750	359822	360001	8.71	SeaLevel__02750m.raw	99.95	0.05	1	0
3000	359931	360001	8.73	SeaLevel__03000m.raw	99.98	0.02	1	0
