Sea level (m)	Points changed	Points total	Processing time (s)	Output filename	Water area (%)	Land area (%)	Errors (-)	Errors (+)
0	358047	360001	7.56	SeaLevel__00000m.raw	99.46	0.54	1	0
1	358085	360001	7.62	SeaLevel__00001m.raw	99.47	0.53	1	0
2	358085	360001	8.19	SeaLevel__00002m.raw	99.47	0.53	1	0
3	358157	360001	7.53	SeaLevel__00003m.raw	99.49	0.51	1	0
4	358157	360001	7.71	SeaLevel__00004m.raw	99.49	0.51	1	0
5	358202	360001	7.74	SeaLevel__00005m.raw	99.50	0.50	1	0
6	358202	360001	7.96	SeaLevel__00006m.raw	99.50	0.50	1	0
7	358257	360001	7.67	SeaLevel__00007m.raw	99.52	0.48	1	0
8	358257	360001	7.7	SeaLevel__00008m.raw	99.52	0.48	1	0
9	358293	360001	7.85	SeaLevel__00009m.raw	99.53	0.47	1	0
10	358293	360001	8.18	SeaLevel__00010m.raw	99.53	0.47	1	0
