Sea level (m)	Points changed	Points total	Processing time (s)	Output filename	Water area (%)	Land area (%)	Errors (-)	Errors (+)
0	358047	360001	8.01	SeaLevel__00000m.raw	99.46	0.54	1	0
5	358202	360001	7.62	SeaLevel__00005m.raw	99.50	0.50	1	0
10	358293	360001	7.6	SeaLevel__00010m.raw	99.53	0.47	1	0
15	358465	360001	10.16	SeaLevel__00015m.raw	99.57	0.43	1	0
20	358586	360001	8.55	SeaLevel__00020m.raw	99.61	0.39	1	0
25	358760	360001	8.16	SeaLevel__00025m.raw	99.66	0.34	1	0
30	358878	360001	9.2	SeaLevel__00030m.raw	99.69	0.31	1	0
35	359004	360001	8.56	SeaLevel__00035m.raw	99.72	0.28	1	0
40	359073	360001	8.02	SeaLevel__00040m.raw	99.74	0.26	1	0
45	359162	360001	8.25	SeaLevel__00045m.raw	99.77	0.23	1	0
50	359199	360001	9.04	SeaLevel__00050m.raw	99.78	0.22	1	0
55	359258	360001	8.32	SeaLevel__00055m.raw	99.79	0.21	1	0
60	359286	360001	8.36	SeaLevel__00060m.raw	99.80	0.20	1	0
65	359307	360001	8.09	SeaLevel__00065m.raw	99.81	0.19	1	0
70	359319	360001	8.59	SeaLevel__00070m.raw	99.81	0.19	1	0
75	359328	360001	7.77	SeaLevel__00075m.raw	99.81	0.19	1	0
80	359339	360001	7.97	SeaLevel__00080m.raw	99.82	0.18	1	0
85	359352	360001	7.88	SeaLevel__00085m.raw	99.82	0.18	1	0
90	359360	360001	8.21	SeaLevel__00090m.raw	99.82	0.18	1	0
95	359378	360001	8.01	SeaLevel__00095m.raw	99.83	0.17	1	0
100	359386	360001	8.01	SeaLevel__00100m.raw	99.83	0.17	1	0
105	359397	360001	8.31	SeaLevel__00105m.raw	99.83	0.17	1	0
110	359417	360001	8.66	SeaLevel__00110m.raw	99.84	0.16	1	0
115	359434	360001	8.15	SeaLevel__00115m.raw	99.84	0.16	1	0
120	359444	360001	8.09	SeaLevel__00120m.raw	99.85	0.15	1	0
125	359462	360001	8.14	SeaLevel__00125m.raw	99.85	0.15	1	0
130	359474	360001	8.08	SeaLevel__00130m.raw	99.85	0.15	1	0
135	359487	360001	7.69	SeaLevel__00135m.raw	99.86	0.14	1	0
140	359507	360001	7.79	SeaLevel__00140m.raw	99.86	0.14	1	0
145	359535	360001	7.69	SeaLevel__00145m.raw	99.87	0.13	1	0
150	359545	360001	7.98	SeaLevel__00150m.raw	99.87	0.13	1	0
155	359568	360001	7.69	SeaLevel__00155m.raw	99.88	0.12	1	0
160	359580	360001	7.73	SeaLevel__00160m.raw	99.88	0.12	1	0
165	359598	360001	7.69	SeaLevel__00165m.raw	99.89	0.11	1	0
170	359607	360001	8.01	SeaLevel__00170m.raw	99.89	0.11	1	0
175	359630	360001	7.7	SeaLevel__00175m.raw	99.90	0.10	1	0
180	359642	360001	7.74	SeaLevel__00180m.raw	99.90	0.10	1	0
185	359661	360001	7.7	SeaLevel__00185m.raw	99.91	0.09	1	0
190	359674	360001	8.01	SeaLevel__00190m.raw	99.91	0.09	1	0
195	359686	360001	7.81	SeaLevel__00195m.raw	99.91	0.09	1	0
200	359692	360001	7.67	SeaLevel__00200m.raw	99.91	0.09	1	0
