Sea level (m)	Points changed	Points total	Processing time (s)	Output filename	Water area (%)	Land area (%)	Errors (-)	Errors (+)
0	36072	360001	7.7	SeaLevel__00000m.raw	10.02	89.98	1	0
5	37588	360001	7.69	SeaLevel__00005m.raw	10.44	89.56	1	0
10	38754	360001	7.51	SeaLevel__00010m.raw	10.76	89.24	1	0
15	40972	360001	7.48	SeaLevel__00015m.raw	11.38	88.62	1	0
20	42930	360001	7.5	SeaLevel__00020m.raw	11.92	88.08	1	0
25	46502	360001	7.71	SeaLevel__00025m.raw	12.92	87.08	1	0
30	48847	360001	7.44	SeaLevel__00030m.raw	13.57	86.43	1	0
35	52486	360001	7.47	SeaLevel__00035m.raw	14.58	85.42	1	0
40	55132	360001	7.5	SeaLevel__00040m.raw	15.31	84.69	1	0
45	59349	360001	7.77	SeaLevel__00045m.raw	16.49	83.51	1	0
50	62124	360001	7.43	SeaLevel__00050m.raw	17.26	82.74	1	0
55	66770	360001	7.51	SeaLevel__00055m.raw	18.55	81.45	1	0
60	69733	360001	7.89	SeaLevel__00060m.raw	19.37	80.63	1	0
65	74456	360001	9.06	SeaLevel__00065m.raw	20.68	79.32	1	0
70	77987	360001	7.7	SeaLevel__00070m.raw	21.66	78.34	1	0
75	83440	360001	8.9	SeaLevel__00075m.raw	23.18	76.82	1	0
80	87189	360001	7.85	SeaLevel__00080m.raw	24.22	75.78	1	0
85	93657	360001	8.22	SeaLevel__00085m.raw	26.02	73.98	1	0
90	98137	360001	7.52	SeaLevel__00090m.raw	27.26	72.74	1	0
95	105057	360001	7.96	SeaLevel__00095m.raw	29.18	70.82	1	0
100	109825	360001	7.65	SeaLevel__00100m.raw	30.51	69.49	1	0
105	117768	360001	8	SeaLevel__00105m.raw	32.71	67.29	1	0
110	123221	360001	7.66	SeaLevel__00110m.raw	34.23	65.77	1	0
115	132094	360001	7.66	SeaLevel__00115m.raw	36.69	63.31	1	0
120	138332	360001	7.62	SeaLevel__00120m.raw	38.43	61.57	1	0
125	148688	360001	7.85	SeaLevel__00125m.raw	41.30	58.70	1	0
130	155980	360001	7.68	SeaLevel__00130m.raw	43.33	56.67	1	0
135	167335	360001	7.61	SeaLevel__00135m.raw	46.48	53.52	1	0
140	175188	360001	7.69	SeaLevel__00140m.raw	48.66	51.34	1	0
145	187316	360001	8.1	SeaLevel__00145m.raw	52.03	47.97	1	0
150	195568	360001	7.96	SeaLevel__00150m.raw	54.32	45.68	1	0
155	207811	360001	7.58	SeaLevel__00155m.raw	57.73	42.27	1	0
160	215974	360001	7.56	SeaLevel__00160m.raw	59.99	40.01	1	0
165	228020	360001	8.1	SeaLevel__00165m.raw	63.34	36.66	1	0
170	235796	360001	7.95	SeaLevel__00170m.raw	65.50	34.50	1	0
175	246877	360001	7.8	SeaLevel__00175m.raw	68.58	31.42	1	0
180	253901	360001	7.75	SeaLevel__00180m.raw	70.53	29.47	1	0
185	263493	360001	8.18	SeaLevel__00185m.raw	73.19	26.81	1	0
190	269416	360001	7.83	SeaLevel__00190m.raw	74.84	25.16	1	0
195	277735	360001	7.8	SeaLevel__00195m.raw	77.15	22.85	1	0
200	282762	360001	7.83	SeaLevel__00200m.raw	78.54	21.46	1	0
